index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
99	Computer	S201126	0.5	1	2	1	2	0.7	1283.333336	1000.000002	1650.000003	2500.000005	Minor	Good_deeds	28	You have stolen something	C1_50	0.1	Easy	I1_11	38	The Earth turns the closest to the sun in May	0.0	Yes	LEFT	1201.3024	LEFT	1000.3093	LEFT	1159.2825	RIGHT	1718.8607	10.0	0.7	Probable_Lie	RIGHT	RIGHT	1	985.4165004	0	31:16.5
85	Self	S201126	0.833333333	1	2	2	1	0.3	1216.666669	1066.666669	2350.000005	1783.333337	Major	Good_deeds	34	You have signed up as a bone marrow donor	C2_34	0.95	Hard	I1_26	21	Marijuana is legal in Singapore	0.833333333	No	LEFT	979.5102	RIGHT	777.1543	LEFT	1959.0897	LEFT	1490.2099	9.7	0.3	Probable_Lie	LEFT	RIGHT	1	1660.4131	1	31:42.4
27	Self	S201126	0.666666667	2	1	1	2	0.6	1000.000002	1433.333336	2066.666671	1783.333337	Minor	Wrong_doings	33	You have started a hotline for victims of bully	C2_10	0.0	Easy	I2_6	10	Nanyang Technological University is in Australia	1.0	No	RIGHT	3408.1816	RIGHT	1166.4673	LEFT	3635.6761	LEFT	1663.3138	10.3	0.6	Probable_Lie	RIGHT	LEFT	5	2775.5138	2	32:13.9
123	Computer	S201126	0.666666667	2	1	1	2	0.4	1350.000003	1500.000003	2350.000005	2066.666671	Minor	Wrong_doings	33	You have started a hotline for victims of bully	C2_10	0.0	Easy	I2_6	10	Nanyang Technological University is in Australia	1.0	No	LEFT	1648.3194	LEFT	832.5694	LEFT	1750.9481	LEFT	2103.8332	10.3	0.4	Probable_Lie	RIGHT	LEFT	5	673.2995678	3	32:40.7
14	Self	S201126	0.5	2	1	2	1	0.8	1500.000003	1350.000003	2216.666671	2350.000005	Major	Wrong_doings	50	You have let a homeless man into your house	C2_50	0.0	Easy	I2_56	42	Acoustic Kitty refers to cat with implants	0.0	Yes	RIGHT	536.3484	RIGHT	1095.0578	LEFT	1903.9945	LEFT	2580.5238	11.1	0.8	Probable_Truth	RIGHT	LEFT	3	2719.5213	4	33:09.5
88	Self	S201126	0.833333333	2	1	1	2	0.2	1000.000002	1350.000003	1500.000003	1650.000003	Major	Wrong_doings	31	You have borrowed things and never returned	C2_31	0.0	Easy	I2_48	39	Cleopatra was born in Greece	0.722222222	Yes	RIGHT	1039.5612	RIGHT	757.5799	LEFT	2855.979	LEFT	2342.6085	11.3	0.2	Probable_Lie	RIGHT	LEFT	3	1644.3092	5	33:36.2
122	Computer	S201126	0.666666667	2	1	1	2	0.7	1500.000003	1150.000002	1783.333337	2500.000005	Minor	Good_deeds	3	You have used heroin	C1_36	0.0	Hard	I2_5	6	There are 6000 spoken languages in the World	0.0	Yes	LEFT	1705.1305	LEFT	954.0284	LEFT	1303.5022	RIGHT	1528.3636	11.3	0.7	Probable_Lie	LEFT	RIGHT	1	752.3718747	6	34:02.0
35	Self	S201126	0.833333333	1	2	1	2	0.7	1216.666669	1066.666669	1933.333337	2500.000005	Minor	Good_deeds	27	You have held the door open for a stranger	C2_1	1.0	Easy	I2_1	9	The human's inner ear is larger than a pencil eraser	0.888888889	No	LEFT	2076.3558	RIGHT	719.9059	RIGHT	2564.8958	LEFT	3815.2175	10.6	0.7	Probable_Lie	LEFT	RIGHT	1	1491.8132	7	34:32.0
96	Computer	S201126	0.5	1	2	1	2	0.8	1000.000002	1350.000003	1500.000003	1783.333337	Major	Good_deeds	16	You have cheated on a national exam	C2_28	0.85	Easy	I2_13	33	Polish is 20th most spoken language in the World	0.0	Yes	LEFT	2411.9223	LEFT	840.4263	LEFT	2570.5676	LEFT	2343.393	10.6	0.8	Probable_Lie	LEFT	RIGHT	3	979.1547863	8	34:59.3
26	Self	S201126	0.666666667	2	1	1	2	0.8	1350.000003	1500.000003	2350.000005	1933.333337	Minor	Good_deeds	3	You have used heroin	C1_36	0.0	Hard	I2_5	6	There are 6000 spoken languages in the World	0.0	Yes	LEFT	703.9235	RIGHT	907.9136	LEFT	1275.9426	RIGHT	2670.9032	9.8	0.8	Probable_Lie	RIGHT	LEFT	4	1511.2316	9	35:26.1
