index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
58	Self	S200311	0.5	2	1	1	2	0.8	1066.6666688	1500.000003	2350.0000047	1783.3333369	Minor	Wrong_doings	30	You have switched off appliances when not in use	C1_20	1.0	Hard	I1_24	37	The Earth is round	0.0	Yes	RIGHT	707.3386999999798	LEFT	449.25470000004	RIGHT	1640.6638999999927	RIGHT	768.117200000006	9.2	0.8	Probable_Lie	LEFT	RIGHT	1	1067.351799999983	0	2020-03-11 13:33:48.144285
109	Computer	S200311	0.5	2	1	2	1	0.4	1150.0000023	1000.000002	2500.000005	2500.000005	Minor	Good_deeds	46	You have made someone cry	C1_24	0.05	Hard	I2_34	11	Afghan Hound is the first cloned cat	0.833333333333333	Yes	LEFT	431.34759999998096	LEFT	247.96010000000024	LEFT	1136.302499999999	LEFT	2725.716299999988	9.2	0.4	Probable_Lie	RIGHT	RIGHT	3	883.8459711433222	1	2020-03-11 13:34:13.287326
25	Self	S200311	0.6666666666666666	2	1	1	2	0.7	1000.000002	1433.3333362	1933.3333372	1650.0000033	Major	Wrong_doings	42	You have provided shelter for stray animals	C1_42	0.95	Hard	I1_11	53	Singapore is a country	0.764705882352941	No	RIGHT	355.97649999999703	RIGHT	121.18099999997868	RIGHT	1640.6001999999944	RIGHT	711.8848000000071	9.9	0.7	Probable_Truth	LEFT	LEFT	2	824.7465000000034	2	2020-03-11 13:34:35.527047
89	Self	S200311	0.8333333333333334	2	1	1	2	0.1	1150.0000023	1066.6666688	2066.6666708	1500.000003	Minor	Wrong_doings	35	You have been restricting your electricity consumption	C2_13	0.95	Hard	I1_15	9	Nanyang Technological University is in Australia	0.0	Yes	RIGHT	381.72529999997096	RIGHT	496.3831999999684	RIGHT	1973.2534000000328	LEFT	1295.3217999999538	9.999999999999998	0.1	Probable_Truth	RIGHT	RIGHT	4	573.0604999999969	3	2020-03-11 13:34:58.607046
47	Self	S200311	0.8333333333333334	2	1	2	1	0.1	1150.0000023	1433.3333362	1500.000003	2216.6666711000003	Minor	Wrong_doings	28	You have drunk alcohol when you were underage	C1_28	0.65	Hard	I2_54	33	The current century is 21st	0.0	No	RIGHT	342.0841000000223	RIGHT	135.73320000000422	LEFT	1270.2450999999542	RIGHT	1631.2105000000088	10.099999999999998	0.1	Probable_Truth	RIGHT	RIGHT	3	507.25629999999455	4	2020-03-11 13:35:21.366376
69	Self	S200311	0.6666666666666666	1	2	2	1	0.4	1500.000003	1000.000002	1933.3333372	1500.000003	Minor	Good_deeds	27	You have returned your trays in food courts	C2_59	1.0	Easy	I2_45	45	Nomophobia is the fear of being without a phone or computer	0.888888888888889	Yes	RIGHT	272.0853999999804	LEFT	629.1009999999915	RIGHT	1142.486100000042	LEFT	3004.3479000000843	9.699999999999998	0.4	Probable_Lie	RIGHT	RIGHT	2	1095.628300000044	5	2020-03-11 13:35:46.014769
136	Computer	S200311	0.8333333333333334	2	1	1	2	0.2	1150.0000023	1000.000002	2350.0000047	2216.6666711000003	Minor	Wrong_doings	58	You have been donating all your excess food to a food bank	C2_39	0.55	Hard	I1_54	51	The Amazon forest covers an area of 1 billion acres	0.777777777777778	No	LEFT	590.8845999999812	LEFT	232.1105000000898	RIGHT	1753.2072000000198	RIGHT	1824.0741999999275	9.699999999999998	0.2	Probable_Lie	RIGHT	LEFT	2	620.4458183765869	6	2020-03-11 13:36:10.320465
133	Computer	S200311	0.8333333333333334	1	2	2	1	0.4	1216.6666691	1433.3333362	2350.0000047	1933.3333372	Major	Wrong_doings	11	You have cheated on a national exam	C1_7	0.0	Hard	I2_21	39	Africa is the continent with the least rainfall	0.722222222222222	Yes	LEFT	280.2295999999842	LEFT	486.66720000005625	LEFT	1174.5103000000654	RIGHT	3596.148899999889	9.699999999999998	0.4	Probable_Lie	RIGHT	RIGHT	1	900.1064707768007	7	2020-03-11 13:36:36.262887
76	Self	S200311	0.6666666666666666	2	1	2	1	0.2	1283.3333359	1500.000003	1650.0000033	2066.6666708	Major	Wrong_doings	12	You have held the door open for a stranger	C1_35	0.0	Hard	I1_48	48	Hot chocolate was created by the Mayan culture	0.0555555555555556	Yes	RIGHT	278.37699999997767	RIGHT	352.16190000005554	RIGHT	1223.237099999892	LEFT	1614.0832999999477	9.899999999999997	0.2	Probable_Truth	LEFT	LEFT	1	811.3936000000876	8	2020-03-11 13:36:59.614517
36	Self	S200311	0.8333333333333334	1	2	2	1	0.8	1283.3333359	1433.3333362	1933.3333372	2350.0000047	Minor	Wrong_doings	7	You have cheated on a test	C1_46	1.0	Hard	I1_44	41	It takes 500 days to travel from Earth to Mars	0.0555555555555556	Yes	RIGHT	271.4673999998922	RIGHT	379.8038999999562	LEFT	992.2037000000046	LEFT	1651.0787000000846	10.699999999999998	0.8	Probable_Truth	LEFT	LEFT	1	531.9094000000177	9	2020-03-11 13:37:23.014959
41	Self	S200311	0.8333333333333334	2	1	1	2	0.8	1500.000003	1350.0000027	1783.3333369	1650.0000033	Minor	Good_deeds	39	You have taken part in burglary	C1_8	0.0	Easy	I2_58	58	The Earth turns the closest to the sun in May	0.722222222222222	Yes	RIGHT	311.6519000000153	RIGHT	312.94470000000274	LEFT	1056.1442000000625	RIGHT	2959.084100000041	11.499999999999998	0.8	Probable_Lie	LEFT	LEFT	3	547.3036999999294	10	2020-03-11 13:37:47.063447
6	Self	S200311	0.5	1	2	2	1	0.2	1433.3333362	1433.3333362	2500.000005	2216.6666711000003	Minor	Wrong_doings	30	You have bribed someone to improve a grade	C1_59	0.5	Easy	I2_26	19	It is snowing outside now	0.611111111111111	Yes	RIGHT	464.4920000000639	LEFT	566.5564000000813	LEFT	1135.2792000000136	LEFT	1552.5495000000546	11.3	0.2	Probable_Lie	RIGHT	LEFT	6	1447.7403000000777	11	2020-03-11 13:38:12.382982
67	Self	S200311	0.6666666666666666	1	2	1	2	0.6	1150.0000023	1216.6666691	1783.3333369	2500.000005	Major	Wrong_doings	20	You have lost everything just to help others	C1_48	0.05	Easy	I2_3	1	Mozambique is the world's poorest country	0.833333333333333	No	RIGHT	408.5030999999617	RIGHT	450.1745999999685	RIGHT	2188.843999999904	LEFT	2400.2106000000367	11.9	0.6	Probable_Truth	LEFT	LEFT	2	671.6817999999876	12	2020-03-11 13:38:37.726734
79	Self	S200311	0.6666666666666666	2	1	2	1	0.8	1150.0000023	1216.6666691	2216.6666711000003	2350.0000047	Minor	Good_deeds	45	You have claimed doing things that you never did	C1_45	0.05	Hard	I1_21	6	Last day of the year is 30th December	0.888888888888889	No	RIGHT	400.3685000000132	RIGHT	232.6027999999951	LEFT	1967.6388999999967	LEFT	2298.3324000000493	12.7	0.8	Probable_Truth	RIGHT	RIGHT	5	667.3964999999953	13	2020-03-11 13:39:02.799155
140	Computer	S200311	0.8333333333333334	2	1	2	1	0.7	1216.6666691	1150.0000023	1500.000003	2500.000005	Major	Wrong_doings	53	You have shown your appreciation to your teachers	C2_19	1.0	Hard	I1_58	28	North Korea is more developed than South Korea	0.0	Yes	LEFT	541.0279000000173	RIGHT	320.9531000001107	RIGHT	1158.6105999999745	LEFT	1659.460099999933	12.7	0.7	Probable_Truth	LEFT	LEFT	1	502.3842727947365	14	2020-03-11 13:39:25.920468
