"Participant"	"Task"	"Stimulus_Side"	"Response"	"RT"	"ITI"	"Previous_Response"	"Previous_RT"	"Stop_Signal"	"Stop_Signal_RT"	"Conflict"	"Cue_Response"	"Cue_Response_RT"	"Trial_Onset"	"Trial_End"	"Trial_Order"	"Duration"
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	603.293099999973	1416.6666695	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-02-28 13:25:16.365616"	"2020-02-28 13:25:17.176303"	1	6.50015598333333
"S200228"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	1428.09839999995	1433.3333362	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:18.629231"	"2020-02-28 13:25:20.264187"	2	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	739.806199999975	1016.6666687	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:21.300840"	"2020-02-28 13:25:22.247993"	3	6.50015598333333
"S200228"	"Conflict_Resolution"	"RIGHT"	"LEFT"	557.866699999977	583.3333345	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:22.850367"	"2020-02-28 13:25:23.616709"	4	6.50015598333333
"S200228"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	653.260900000078	1416.6666695	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:25.050916"	"2020-02-28 13:25:25.912431"	5	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	602.061899999967	900.0000018	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:26.829924"	"2020-02-28 13:25:27.640113"	6	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	481.529599999931	1466.6666696	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-02-28 13:25:29.126813"	"2020-02-28 13:25:29.815885"	7	6.50015598333333
"S200228"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	495.092799999952	550.0000011	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-02-28 13:25:30.385468"	"2020-02-28 13:25:31.088173"	8	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	565.207200000032	766.6666682	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:31.875677"	"2020-02-28 13:25:32.648024"	9	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	521.278100000018	1500.000003	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:34.166936"	"2020-02-28 13:25:34.896665"	10	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	463.742000000025	1116.6666689	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-02-28 13:25:36.033073"	"2020-02-28 13:25:36.704363"	11	6.50015598333333
"S200228"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	546.219599999972	1033.3333354	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-02-28 13:25:37.758469"	"2020-02-28 13:25:38.511924"	12	6.50015598333333
"S200228"	"Conflict_Resolution"	"LEFT"	"LEFT"	410.813100000041	866.6666684	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-02-28 13:25:39.397966"	"2020-02-28 13:25:40.016162"	13	6.50015598333333
