index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
31	Self	S210316	0.6666666666666666	2	1	2	1	0.2	1500.000003	1500.000003	2216.6666711000003	1783.3333369	Minor	Good_deeds	6	You have been arrested	C1_9	0.0	Hard	I1_21	28	Brazil is in South America	0.0555555555555556	No	RIGHT	1134.8306999999522	LEFT	696.0633999999573	RIGHT	1577.8656999999612	LEFT	999.8337999999194	10.8	0.2	Probable_Lie	RIGHT	RIGHT	2	1615.101099999947	10	2021-03-16 14:51:28.225025
1	Self	S210316	0.5	1	2	1	2	0.8	1350.0000027	1350.0000027	1500.000003	1650.0000033	Major	Wrong_doings	16	You have pretended to be busy to avoid a social situation	C2_48	0.0	Hard	I2_5	17	Fibers in oranges can be used to make fabric	0.0	No	RIGHT	1032.9143000000158	LEFT	1590.095799999972	LEFT	85.02759999998943	Time_Max_Exceeded	5000.329800000031	10.0	0.8	Probable_Lie	LEFT	RIGHT	2	1684.2050999999856	11	2021-03-16 14:51:56.041346
44	Self	S210316	0.8333333333333334	2	1	2	1	0.4	1216.6666691	1433.3333362	1783.3333369	2216.6666711000003	Minor	Wrong_doings	39	You have sheltered others from disasters	C1_8	1.0	Hard	I1_36	38	There are 6000 spoken languages in the World	0.888888888888889	Yes	RIGHT	530.5534999999963	RIGHT	688.8744000000315	RIGHT	1519.5767999999816	RIGHT	2214.919900000041	10.4	0.4	Probable_Truth	LEFT	LEFT	1	1262.5123000000258	12	2021-03-16 14:52:21.481430
114	Computer	S210316	0.6666666666666666	1	2	1	2	0.6	1066.6666688	1150.0000023	1500.000003	2216.6666711000003	Minor	Wrong_doings	50	You have deceived a loved one	C2_1	0.65	Easy	I1_15	56	Nanyang Technological University is in Australia	0.611111111111111	No	LEFT	832.1167000000287	RIGHT	1329.3138999999885	LEFT	2248.5444000000143	LEFT	1879.7798000000512	10.4	0.6	Probable_Truth	LEFT	LEFT	1	596.9409041663031	13	2021-03-16 14:52:46.873329
38	Self	S210316	0.8333333333333334	1	2	2	1	0.5	1350.0000027	1000.000002	1783.3333369	2066.6666708	Major	Wrong_doings	28	You have attended all lectures as a student	C1_13	0.05	Easy	I1_1	22	Singapore is a country	0.0	No	RIGHT	616.333900000086	RIGHT	1562.2705000000678	RIGHT	1125.4464999999527	RIGHT	2142.2533999999587	10.9	0.5	Probable_Truth	LEFT	LEFT	1	1004.2138000000024	14	2021-03-16 14:53:12.097056
15	Self	S210316	0.5	2	1	2	1	0.1	1066.6666688	1350.0000027	2216.6666711000003	2500.000005	Minor	Wrong_doings	45	You have claimed doing things that you never did	C1_44	0.0	Easy	I1_9	54	Teddy Roosevelt was the youngest US President	0.0	Yes	RIGHT	1400.9092999999666	LEFT	871.8022000000474	RIGHT	2597.650900000076	LEFT	4031.358000000069	10.8	0.1	Probable_Lie	RIGHT	RIGHT	3	825.0713999999562	15	2021-03-16 14:53:41.529515
53	Self	S210316	0.5	1	2	2	1	0.1	1066.6666688	1000.000002	1500.000003	1783.3333369	Minor	Wrong_doings	20	You have cursed at your loved ones	C2_50	0.0	Easy	I2_59	11	Cernan was the second last man to walk on the Moon	0.888888888888889	No	RIGHT	680.6763999999248	RIGHT	717.2951999999668	RIGHT	3897.588200000087	LEFT	1552.0173000001023	10.9	0.1	Probable_Truth	RIGHT	LEFT	1	1675.494800000024	16	2021-03-16 14:54:07.976762
134	Computer	S210316	0.8333333333333334	1	2	2	1	0.5	1216.6666691	1500.000003	1933.3333372	2216.6666711000003	Major	Wrong_doings	28	You have attended all lectures as a student	C1_13	0.05	Easy	I1_1	22	Singapore is a country	0.0	No	LEFT	2591.8175000000474	RIGHT	1226.9658000000163	RIGHT	987.585299999978	RIGHT	2047.231699999997	10.9	0.5	Probable_Truth	LEFT	LEFT	1	575.4483043779381	17	2021-03-16 14:54:34.832859
143	Computer	S210316	0.8333333333333334	2	1	2	1	0.1	1500.000003	1350.0000027	2350.0000047	1650.0000033	Minor	Wrong_doings	51	You have drunk alcohol when you were underage	C1_38	0.55	Easy	I2_49	13	China is a part of Asia	0.0	No	LEFT	1741.7486000000508	LEFT	376.29850000007536	LEFT	2046.84229999998	LEFT	3071.5243000000783	10.9	0.1	Probable_Lie	RIGHT	LEFT	5	570.1212846863953	18	2021-03-16 14:55:02.057202
109	Computer	S210316	0.5	2	1	2	1	0.2	1433.3333362	1283.3333359	1500.000003	2500.000005	Major	Wrong_doings	52	You have watched a pirated movie	C2_52	1.0	Easy	I2_30	58	The current century is 21st	0.0	No	LEFT	1441.5537999999517	RIGHT	848.1494999999768	RIGHT	1189.1001000000188	RIGHT	2183.969400000024	10.9	0.2	Probable_Truth	LEFT	LEFT	1	533.1219198052523	19	2021-03-16 14:55:27.536961
72	Self	S210316	0.6666666666666666	2	1	1	2	0.8	1283.3333359	1066.6666688	2500.000005	1650.0000033	Major	Wrong_doings	57	You have started a movement to support a cause	C2_11	0.0	Easy	I1_5	39	It takes 500 days to travel from Earth to Mars	0.833333333333333	Yes	RIGHT	700.947000000042	LEFT	559.5197999999755	RIGHT	1271.3968000000475	LEFT	2557.734299999993	10.1	0.8	Probable_Lie	RIGHT	RIGHT	1	642.7503000001025	20	2021-03-16 14:55:52.345031
32	Self	S210316	0.8333333333333334	1	2	1	2	0.2	1150.0000023	1283.3333359	2066.6666708	2500.000005	Minor	Wrong_doings	27	You have given up your seat in the MRT	C1_28	1.0	Easy	I1_35	13	Today is Sunday	0.944444444444444	No	RIGHT	463.3874000001015	RIGHT	725.1310999999987	LEFT	1105.4517999998552	RIGHT	1246.2520999999924	10.3	0.2	Probable_Truth	RIGHT	RIGHT	6	846.0372000001826	21	2021-03-16 14:56:16.304849
135	Computer	S210316	0.8333333333333334	1	2	2	1	0.2	1500.000003	1283.3333359	1650.0000033	1500.000003	Major	Wrong_doings	33	You have taken part in burglary	C2_33	0.95	Hard	I2_46	17	There are 20 bones in the human skull	0.0	Yes	LEFT	417.130699999916	LEFT	542.3012999999628	LEFT	1799.4473999999627	LEFT	2463.363400000162	10.3	0.2	Probable_Lie	RIGHT	LEFT	5	866.4495641401622	22	2021-03-16 14:56:40.896052
66	Self	S210316	0.6666666666666666	1	2	1	2	0.5	1433.3333362	1216.6666691	1500.000003	1783.3333369	Minor	Good_deeds	5	You have coveted things that belong to others	C2_9	0.0	Hard	I2_41	43	Pyramid of Giza is 468 feet tall	0.0	No	RIGHT	583.7533999999778	RIGHT	1091.1323000000266	RIGHT	1352.1345000001477	RIGHT	2547.259899999972	10.8	0.5	Probable_Truth	LEFT	LEFT	1	870.5316999999013	23	2021-03-16 14:57:05.848790
6	Self	S210316	0.5	1	2	2	1	0.4	1000.000002	1500.000003	1783.3333369	2500.000005	Major	Good_deeds	10	You have volunteered every week for many years	C1_16	0.15	Hard	I2_48	27	There are 7 days in a week	0.722222222222222	Yes	RIGHT	527.6357000000189	RIGHT	586.0536000000138	RIGHT	1190.2267000000393	RIGHT	1887.2839999999087	11.2	0.4	Probable_Truth	LEFT	RIGHT	6	1172.2310999998626	24	2021-03-16 14:57:30.568163
47	Self	S210316	0.8333333333333334	2	1	2	1	0.3	1150.0000023	1500.000003	2066.6666708	1783.3333369	Minor	Wrong_doings	51	You have drunk alcohol when you were underage	C1_38	0.55	Easy	I2_49	13	China is a part of Asia	0.0	No	RIGHT	1750.5968000000394	LEFT	1305.0743999999668	RIGHT	2289.782800000012	RIGHT	3758.753600000091	10.9	0.3	Probable_Lie	RIGHT	RIGHT	1	655.6524999998601	25	2021-03-16 14:57:59.400924
80	Self	S210316	0.8333333333333334	1	2	1	2	0.2	1500.000003	1433.3333362	1783.3333369	1500.000003	Minor	Good_deeds	43	You have thrown your trash into the bin	C2_26	0.85	Easy	I1_28	40	North Korea is more developed than South Korea	0.0	No	RIGHT	632.3314999999639	LEFT	1155.7921000000988	LEFT	2831.4736000002085	RIGHT	1758.7925999998788	10.7	0.2	Probable_Lie	RIGHT	RIGHT	1	729.7209000000748	26	2021-03-16 14:58:25.295832
115	Computer	S210316	0.6666666666666666	1	2	1	2	0.1	1283.3333359	1000.000002	1650.0000033	2066.6666708	Minor	Wrong_doings	24	You have made counterfeit money	C1_57	0.05	Hard	I1_32	15	Acoustic Kitty refers to cat with implants	0.0	No	LEFT	607.385000000022	LEFT	4942.207000000053	LEFT	2631.519600000047	LEFT	1893.8928999998552	10.7	0.1	Probable_Lie	RIGHT	LEFT	3	865.03409779202	27	2021-03-16 14:58:54.808723
137	Computer	S210316	0.8333333333333334	2	1	1	2	0.8	1216.6666691	1066.6666688	1783.3333369	2350.0000047	Major	Good_deeds	19	You have engaged in arson	C2_60	0.0	Hard	I2_18	4	Marijuana is legal in Singapore	0.0	No	LEFT	1368.7903000000006	RIGHT	503.90760000004775	LEFT	1926.4227999999548	LEFT	1556.851800000004	10.7	0.8	Probable_Truth	RIGHT	RIGHT	4	999.3614359775918	28	2021-03-16 14:59:20.152141
60	Self	S210316	0.5	2	1	2	1	0.5	1000.000002	1500.000003	2350.0000047	2500.000005	Minor	Good_deeds	2	You have gossiped about your best friend	C2_14	0.0	Easy	I2_53	51	A dog has four legs	0.888888888888889	No	RIGHT	1747.7678999998716	LEFT	1064.7311999998692	RIGHT	1836.6062000000056	RIGHT	990.8651999999164	10.2	0.5	Probable_Lie	LEFT	LEFT	6	1278.080399999908	29	2021-03-16 14:59:46.993349
70	Self	S210316	0.6666666666666666	1	2	2	1	0.3	1350.0000027	1350.0000027	2350.0000047	1933.3333372	Major	Wrong_doings	46	You have participated in a scamming business	C1_34	0.95	Easy	I1_33	52	The Amazon forest covers an area of 1 billion acres	0.944444444444444	Yes	RIGHT	1135.3163999999651	RIGHT	665.3043000001162	RIGHT	1459.4342000000324	LEFT	1374.9880999998825	10.5	0.3	Probable_Lie	LEFT	LEFT	3	1484.7666000000572	30	2021-03-16 15:00:12.671959
104	Computer	S210316	0.5	2	1	1	2	0.7	1000.000002	1000.000002	1783.3333369	1783.3333369	Major	Wrong_doings	53	You have risked your life to save another person's life	C2_45	0.0	Easy	I2_35	35	It is night time now	0.833333333333333	Yes	LEFT	1162.455399999999	LEFT	456.3690999998471	RIGHT	1423.7057999998797	LEFT	1442.264600000044	10.5	0.7	Probable_Lie	LEFT	RIGHT	3	875.1482285882901	31	2021-03-16 15:00:36.159665
19	Self	S210316	0.6666666666666666	1	2	1	2	0.6	1350.0000027	1433.3333362	2500.000005	2500.000005	Minor	Wrong_doings	24	You have made counterfeit money	C1_57	0.05	Hard	I1_32	15	Acoustic Kitty refers to cat with implants	0.0	No	RIGHT	440.8961000001455	RIGHT	965.3579000000718	LEFT	799.833499999977	LEFT	1532.249899999897	11.1	0.6	Probable_Truth	RIGHT	RIGHT	4	922.7382999999918	32	2021-03-16 15:01:01.176014
94	Self	S210316	0.8333333333333334	2	1	2	1	0.7	1283.3333359	1350.0000027	2066.6666708	1650.0000033	Minor	Good_deeds	33	You have failed to keep promises	C1_33	0.0	Easy	I1_48	42	Carnivore refers to meat-eater	0.833333333333333	Yes	RIGHT	1142.6641999998992	RIGHT	408.1602999999632	RIGHT	2045.7795999998325	LEFT	1760.7788000000255	11.8	0.7	Probable_Truth	RIGHT	RIGHT	3	998.322700000017	33	2021-03-16 15:01:26.456863
11	Self	S210316	0.5	2	1	1	2	0.8	1433.3333362	1283.3333359	1933.3333372	1933.3333372	Minor	Good_deeds	8	You have bribed someone to improve a grade	C1_14	0.55	Easy	I1_2	2	Airbags in cars are filled with sodium azide	0.0	No	RIGHT	572.2332999998798	RIGHT	367.8198000000066	RIGHT	2488.5671999998067	LEFT	1732.685199999878	12.6	0.8	Probable_Truth	RIGHT	RIGHT	4	1186.4955999999438	34	2021-03-16 15:01:51.960167
100	Computer	S210316	0.5	1	2	2	1	0.3	1350.0000027	1283.3333359	1650.0000033	2216.6666711000003	Major	Good_deeds	53	You have said sorry when you were rude	C1_35	0.95	Easy	I2_27	5	Fishes can swim in water	1.0	Yes	LEFT	320.85410000013326	LEFT	3580.9249000001278	RIGHT	2272.243000000117	RIGHT	1224.515300000121	12.6	0.3	Probable_Lie	LEFT	RIGHT	2	700.2809493216496	35	2021-03-16 15:02:19.128019
102	Computer	S210316	0.5	1	2	2	1	0.4	1283.3333359	1350.0000027	2216.6666711000003	2066.6666708	Major	Good_deeds	10	You have volunteered every week for many years	C1_16	0.15	Hard	I2_48	27	There are 7 days in a week	0.722222222222222	Yes	LEFT	728.8390999999592	RIGHT	1740.590099999963	RIGHT	1639.6763999998711	RIGHT	1344.2850999999791	12.6	0.4	Probable_Truth	RIGHT	LEFT	3	830.0496169551502	36	2021-03-16 15:02:44.895789
4	Self	S210316	0.5	1	2	2	1	0.1	1066.6666688	1066.6666688	1933.3333372	1500.000003	Major	Good_deeds	53	You have said sorry when you were rude	C1_35	0.95	Easy	I2_27	5	Fishes can swim in water	1.0	Yes	RIGHT	352.71590000002107	RIGHT	604.9287000000731	RIGHT	1183.0622999998468	RIGHT	799.6861000001445	12.7	0.1	Probable_Truth	LEFT	LEFT	3	1691.6379000001598	37	2021-03-16 15:03:07.664893
45	Self	S210316	0.8333333333333334	2	1	2	1	0.1	1000.000002	1066.6666688	1500.000003	2350.0000047	Major	Wrong_doings	8	You have bought cocaine	C2_13	1.0	Hard	I1_38	12	Hot chocolate was created by the Mayan culture	0.666666666666667	Yes	RIGHT	492.53189999990354	RIGHT	687.8331000000344	LEFT	3083.8401999999405	LEFT	1640.226900000016	12.8	0.1	Probable_Lie	LEFT	LEFT	3	1394.461099999944	38	2021-03-16 15:03:33.456475
120	Computer	S210316	0.6666666666666666	2	1	1	2	0.4	1000.000002	1216.6666691	1650.0000033	2500.000005	Major	Wrong_doings	37	You have downloaded pirated movies	C2_40	0.05	Hard	I2_11	11	Christmas Day is in March	0.0555555555555556	Yes	LEFT	2563.9066000001094	LEFT	1326.492600000165	LEFT	1552.196399999957	LEFT	2718.1152000000566	12.8	0.4	Probable_Truth	LEFT	RIGHT	3	720.8518826437736	39	2021-03-16 15:04:01.273172
108	Computer	S210316	0.5	2	1	2	1	0.6	1150.0000023	1500.000003	2066.6666708	2350.0000047	Minor	Good_deeds	17	You have sorted your trash into recycling bin	C1_17	0.85	Hard	I1_58	9	Mexico's National Day is September 16	0.833333333333333	Yes	LEFT	1052.6933000001009	RIGHT	616.8023000000176	RIGHT	2052.8812000000016	RIGHT	1087.0138999998744	12.8	0.6	Probable_Truth	LEFT	RIGHT	4	882.044553006017	40	2021-03-16 15:04:26.601247
95	Self	S210316	0.8333333333333334	2	1	2	1	0.8	1066.6666688	1283.3333359	1933.3333372	2500.000005	Major	Good_deeds	28	You have watched an M18 movie when you were underage	C1_30	0.65	Easy	I2_42	8	There is typically 0.6 grams of mercury in glass thermometer	0.944444444444444	Yes	RIGHT	546.6386000000512	RIGHT	337.173600000142	RIGHT	2684.680400000161	LEFT	1887.308300000086	13.6	0.8	Probable_Truth	RIGHT	RIGHT	5	666.8563999999151	41	2021-03-16 15:04:52.079691
40	Self	S210316	0.8333333333333334	2	1	1	2	0.8	1283.3333359	1283.3333359	2500.000005	1500.000003	Minor	Good_deeds	38	You have violated a traffic law	C2_19	0.15	Hard	I1_26	36	Polish is 20th most spoken language in the World	0.888888888888889	No	RIGHT	1188.8292000001002	LEFT	368.6043999998674	LEFT	3367.8529000001163	RIGHT	2127.0313999998507	12.8	0.8	Probable_Lie	RIGHT	RIGHT	1	642.0886999999311	42	2021-03-16 15:05:18.911676
42	Self	S210316	0.8333333333333334	2	1	1	2	0.5	1066.6666688	1000.000002	1650.0000033	2500.000005	Major	Good_deeds	13	You have shown your appreciation to your teachers	C1_51	0.0	Easy	I1_12	26	The Franco-Prussian War occurred in the 19th century	0.888888888888889	No	RIGHT	519.3787999999131	RIGHT	320.4270999999608	RIGHT	1639.1247000001383	RIGHT	2179.44730000022	13.3	0.5	Probable_Truth	LEFT	LEFT	1	515.761399999974	43	2021-03-16 15:05:42.882046
0	Self	S210316	0.5	1	2	1	2	0.5	1283.3333359	1000.000002	2500.000005	2066.6666708	Minor	Wrong_doings	48	You have engaged in money laundering	C2_24	1.0	Easy	I1_31	48	It takes 112 years to build the Pisa Tower	0.944444444444444	Yes	RIGHT	552.5027000001046	LEFT	1190.781799999968	RIGHT	1535.920799999985	LEFT	1758.034700000053	12.8	0.5	Probable_Lie	RIGHT	RIGHT	2	916.8999000000896	44	2021-03-16 15:06:08.257377
103	Computer	S210316	0.5	1	2	2	1	0.8	1000.000002	1000.000002	1500.000003	1933.3333372	Minor	Wrong_doings	39	You have helped a friend in need	C2_53	0.45	Easy	I2_23	37	Obama is the USA president now	0.0	No	LEFT	632.2485999999117	LEFT	3231.553100000156	LEFT	1372.903499999893	RIGHT	1111.7824999998902	12.8	0.8	Probable_Lie	RIGHT	RIGHT	2	554.9216024008666	45	2021-03-16 15:06:33.160291
75	Self	S210316	0.6666666666666666	2	1	1	2	0.6	1000.000002	1150.0000023	2350.0000047	1783.3333369	Minor	Wrong_doings	30	You have cheated on a test	C1_11	0.05	Easy	I2_3	3	The Moon orbits around the Earth	0.666666666666667	No	RIGHT	610.4057000000012	RIGHT	320.5312000000049	RIGHT	1823.8527999999403	RIGHT	1529.278500000146	13.4	0.6	Probable_Truth	RIGHT	RIGHT	3	1081.9581999999173	46	2021-03-16 15:06:57.383807
93	Self	S210316	0.8333333333333334	2	1	2	1	0.2	1216.6666691	1500.000003	2216.6666711000003	2216.6666711000003	Minor	Wrong_doings	56	You have bribed a police officer	C1_45	0.05	Easy	I2_54	48	South East Asia is currently free from polio	0.0	No	RIGHT	2240.832200000113	RIGHT	4159.659099999999	LEFT	2398.35979999998	LEFT	3112.246899999945	13.599999999999998	0.2	Probable_Truth	RIGHT	RIGHT	4	732.5792999999976	47	2021-03-16 15:07:29.751668
30	Self	S210316	0.6666666666666666	2	1	2	1	0.7	1000.000002	1350.0000027	2066.6666708	1650.0000033	Minor	Good_deeds	6	You have donated blood every 6 months for many years	C2_18	1.0	Easy	I1_29	29	Beer is an alcoholic drink	0.722222222222222	Yes	RIGHT	862.9825000002711	RIGHT	456.5995000002658	RIGHT	1087.2841999998857	LEFT	1775.5602000002	14.299999999999995	0.7	Probable_Truth	LEFT	LEFT	1	696.1629000002176	48	2021-03-16 15:17:16.751308
140	Computer	S210316	0.8333333333333334	2	1	2	1	0.7	1066.6666688	1216.6666691	2216.6666711000003	2216.6666711000003	Minor	Wrong_doings	39	You have sheltered others from disasters	C1_8	1.0	Hard	I1_36	38	There are 6000 spoken languages in the World	0.888888888888889	Yes	LEFT	569.8711000000003	LEFT	415.200299999924	RIGHT	2112.626900000123	LEFT	1671.9050000001516	14.299999999999995	0.7	Probable_Lie	LEFT	RIGHT	1	526.2172689875063	49	2021-03-16 15:17:41.343409
88	Self	S210316	0.8333333333333334	2	1	1	2	0.6	1500.000003	1150.0000023	2350.0000047	1933.3333372	Minor	Wrong_doings	30	You have let a homeless man into your house	C2_28	0.0	Hard	I1_8	24	Red is a color	0.0	No	RIGHT	465.417499999603	RIGHT	415.9552999999505	RIGHT	1800.8816000001389	LEFT	2147.1903999999995	14.899999999999997	0.6	Probable_Lie	LEFT	LEFT	3	784.6652999996877	50	2021-03-16 15:18:06.463782
112	Computer	S210316	0.6666666666666666	1	2	1	2	0.8	1150.0000023	1216.6666691	1933.3333372	1933.3333372	Major	Good_deeds	3	You have a non-judgmental attitude towards everyone	C2_58	0.25	Easy	I1_50	50	Cheese is an Asian staple	0.833333333333333	No	LEFT	313.02850000020044	LEFT	1429.4488000000456	LEFT	3136.054999999942	LEFT	3508.5613999999623	14.899999999999997	0.8	Probable_Lie	RIGHT	LEFT	6	671.3716111530312	51	2021-03-16 15:18:34.318698
139	Computer	S210316	0.8333333333333334	2	1	1	2	0.4	1283.3333359	1150.0000023	2066.6666708	1500.000003	Major	Wrong_doings	60	You have queued to enter the MRT train	C2_39	0.75	Easy	I2_4	18	Chickens lay eggs	0.0	Yes	LEFT	1202.1798000000672	LEFT	673.61370000026	RIGHT	1039.8746000000756	RIGHT	2139.5794000000024	14.899999999999997	0.4	Probable_Lie	LEFT	LEFT	6	637.3478905012812	52	2021-03-16 15:18:58.575430
2	Self	S210316	0.5	1	2	1	2	0.2	1150.0000023	1433.3333362	2216.6666711000003	2216.6666711000003	Minor	Good_deeds	24	You have made someone cry	C2_10	0.95	Hard	I1_37	23	A caterpillar has more muscle than a human	0.0	No	RIGHT	359.6228000001247	RIGHT	671.555299999909	LEFT	1535.436000000118	RIGHT	1866.02079999966	15.099999999999996	0.2	Probable_Truth	RIGHT	RIGHT	5	823.9629999998215	53	2021-03-16 15:19:23.423609
122	Computer	S210316	0.6666666666666666	2	1	1	2	0.1	1216.6666691	1433.3333362	1783.3333369	1783.3333369	Major	Good_deeds	9	You have given way to the handicapped	C1_47	0.05	Hard	I2_28	8	There are 6 million animal species on Earth	0.777777777777778	No	LEFT	743.8990000000558	LEFT	256.1746000001221	RIGHT	1311.706299999969	RIGHT	1418.2259999997768	15.099999999999996	0.1	Probable_Lie	RIGHT	LEFT	6	540.0260697584498	54	2021-03-16 15:19:46.471465
