index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
107	Computer	S210224	0.5	2	1	1	2	0.7	1283.3333359	1433.3333362	1783.3333369	2500.000005	Major	Good_deeds	45	You have fabricated facts about yourself	C1_3	0.5	Hard	I2_34	39	There are 30 hours in a day	0.0	No	LEFT	1229.115800000045	RIGHT	1248.3319000000392	LEFT	1398.0808000000025	LEFT	1119.7855000000343	13.0	0.7	Probable_Truth	RIGHT	LEFT	3	703.0626361997042	10	2021-02-24 14:32:51.430463
22	Self	S210224	0.6666666666666666	1	2	2	1	0.7	1150.0000023	1150.0000023	2066.6666708	2500.000005	Minor	Good_deeds	13	You have helped a friend in need	C2_17	0.85	Hard	I2_36	27	There are 10 continents in the World	0.666666666666667	Yes	RIGHT	468.8361999999415	RIGHT	579.0653000000248	RIGHT	828.5514000000376	LEFT	1535.4905000000372	13.7	0.7	Probable_Truth	RIGHT	RIGHT	4	789.8355999999467	11	2021-02-24 14:33:15.095367
141	Computer	S210224	0.8333333333333334	2	1	2	1	0.1	1500.000003	1350.0000027	2350.0000047	1783.3333369	Major	Good_deeds	58	You have provided shelter for stray animals	C1_12	1.0	Easy	I1_32	46	R. Amundsen discovered the South Pole	0.0	No	LEFT	766.8788000000859	RIGHT	752.9647000000068	RIGHT	983.7551000000532	LEFT	1802.9200999999373	13.7	0.1	Probable_Truth	RIGHT	LEFT	1	881.6684295007897	12	2021-02-24 14:33:39.846745
135	Computer	S210224	0.8333333333333334	1	2	2	1	0.2	1000.000002	1216.6666691	2500.000005	2350.0000047	Minor	Wrong_doings	34	You have gossiped about your best friend	C1_8	1.0	Hard	I2_8	35	Lehman Brothers went bankrupt on 20th September	0.722222222222222	No	LEFT	424.5392999999922	RIGHT	1200.1129999999876	LEFT	1008.3596999999144	RIGHT	3004.200200000014	13.7	0.2	Probable_Lie	LEFT	LEFT	3	767.1113366358031	13	2021-02-24 14:34:05.886581
96	Computer	S210224	0.5	1	2	1	2	0.7	1500.000003	1350.0000027	1650.0000033	2350.0000047	Minor	Good_deeds	10	You have said sorry when you were rude	C1_38	0.95	Easy	I2_28	46	Bears have the biggest eyes among mammals	0.944444444444444	Yes	LEFT	376.7178999999032	RIGHT	786.7233000000624	RIGHT	1780.0703999999996	LEFT	1951.9235999999864	13.7	0.7	Probable_Truth	LEFT	LEFT	3	956.0742044329317	14	2021-02-24 14:34:31.151210
129	Computer	S210224	0.8333333333333334	1	2	1	2	0.6	1283.3333359	1066.6666688	2066.6666708	2500.000005	Major	Wrong_doings	9	You have done something against your values	C1_34	0.25	Hard	I1_1	36	Cleopatra was born in Greece	0.0	No	LEFT	592.451600000004	LEFT	677.0975999999109	LEFT	1774.8187000000826	LEFT	1536.102000000028	13.7	0.6	Probable_Lie	RIGHT	RIGHT	1	886.1678847467772	15	2021-02-24 14:34:56.094788
102	Computer	S210224	0.5	1	2	2	1	0.3	1350.0000027	1433.3333362	2216.6666711000003	1933.3333372	Minor	Wrong_doings	38	You have stolen something	C2_10	0.95	Hard	I1_21	17	Algeria is Africa's second largest country	0.0	No	LEFT	408.2446999999547	LEFT	795.1036000000613	LEFT	1031.238900000062	LEFT	2075.7174000000305	13.7	0.3	Probable_Lie	LEFT	LEFT	6	970.4437388484124	16	2021-02-24 14:35:20.877369
93	Self	S210224	0.8333333333333334	2	1	2	1	0.7	1500.000003	1283.3333359	2066.6666708	1500.000003	Minor	Good_deeds	20	You have coveted things that belong to others	C2_16	0.7	Hard	I2_53	53	Singapore has four seasons	0.888888888888889	No	RIGHT	766.8901000000687	LEFT	479.9163000000135	LEFT	2575.7653999999093	LEFT	1151.766099999918	13.0	0.7	Probable_Lie	RIGHT	RIGHT	1	744.3107999999938	17	2021-02-24 14:35:45.517377
62	Self	S210224	0.5	2	1	2	1	0.4	1216.6666691	1066.6666688	1933.3333372	2350.0000047	Major	Wrong_doings	22	You have intentionally let others cut in line	C2_3	0.1	Hard	I1_50	19	Dutch is the 6th Europe's most widely spoken language	0.611111111111111	No	RIGHT	613.372100000106	RIGHT	400.8675999999696	RIGHT	4310.26989999998	LEFT	3122.862400000031	13.4	0.4	Probable_Truth	LEFT	LEFT	2	1019.4579000000203	18	2021-02-24 14:36:14.125944
105	Computer	S210224	0.5	2	1	1	2	0.5	1500.000003	1283.3333359	2066.6666708	1500.000003	Major	Good_deeds	3	You have returned your trays in food courts	C2_60	0.05	Easy	I1_15	1	Animals are living things	0.0	Yes	LEFT	768.1344000000081	LEFT	328.9365000000544	RIGHT	1756.9816000000174	RIGHT	687.3875999999655	13.4	0.5	Probable_Lie	LEFT	LEFT	4	853.2073949392293	19	2021-02-24 14:36:37.438799
69	Self	S210224	0.6666666666666666	1	2	2	1	0.5	1000.000002	1000.000002	2066.6666708	1783.3333369	Minor	Good_deeds	50	You have sign up to sponsor a needy child	C1_16	1.0	Hard	I2_60	42	Slavery was abolished in Cuba in 1886	0.0	No	RIGHT	328.4303000000364	LEFT	1246.8430000000126	RIGHT	2975.3162000000657	RIGHT	2704.4652000000724	12.9	0.5	Probable_Lie	LEFT	LEFT	6	783.3315000000312	20	2021-02-24 14:37:03.902759
10	Self	S210224	0.5	2	1	1	2	0.6	1433.3333362	1350.0000027	1650.0000033	2350.0000047	Major	Wrong_doings	60	You have queued to enter the MRT train	C2_30	1.0	Hard	I1_40	40	Summer is hotter than winter	0.888888888888889	Yes	RIGHT	1054.3261000000257	RIGHT	527.5854000000209	RIGHT	1108.9836999999534	RIGHT	1161.383300000011	13.5	0.6	Probable_Truth	RIGHT	LEFT	1	962.3834999999872	21	2021-02-24 14:37:28.071332
72	Self	S210224	0.6666666666666666	2	1	1	2	0.7	1500.000003	1433.3333362	2066.6666708	2350.0000047	Major	Wrong_doings	39	You have given directions to a lost tourist	C1_29	0.0	Easy	I1_31	6	Chickens lay eggs	0.0	Yes	RIGHT	910.655800000086	LEFT	328.420000000051	RIGHT	1204.9595999999383	RIGHT	832.4426000000358	12.8	0.7	Probable_Lie	RIGHT	RIGHT	1	884.1349000000491	22	2021-02-24 14:37:52.151087
87	Self	S210224	0.8333333333333334	1	2	2	1	0.8	1000.000002	1216.6666691	1783.3333369	2216.6666711000003	Major	Good_deeds	37	You have held the door open for a stranger	C1_49	0.0	Hard	I2_24	24	Penguin can fly with their wings	0.0	Yes	RIGHT	288.8607999999522	RIGHT	865.6111000000237	RIGHT	880.1740999999765	LEFT	1224.515399999973	13.6	0.8	Probable_Truth	RIGHT	RIGHT	5	646.6696999999613	23	2021-02-24 14:38:14.847025
53	Self	S210224	0.5	1	2	2	1	0.8	1150.0000023	1000.000002	1500.000003	2500.000005	Major	Wrong_doings	45	You have taken part in burglary	C1_28	0.2	Easy	I2_44	48	It is night time now	0.0	Yes	RIGHT	279.2981999999711	LEFT	1340.5968000000712	LEFT	1127.3659000000862	LEFT	1308.5524000000532	12.8	0.8	Probable_Lie	RIGHT	RIGHT	1	844.3262000000686	24	2021-02-24 14:38:38.469817
75	Self	S210224	0.6666666666666666	2	1	1	2	0.5	1150.0000023	1150.0000023	2350.0000047	1500.000003	Minor	Good_deeds	19	You have watched a pirated movie	C2_8	0.8	Easy	I1_38	25	There are 7 days in a week	0.944444444444444	No	RIGHT	780.2815999999666	LEFT	359.8250000000007	LEFT	1270.5280999999786	RIGHT	896.8376000000262	12.3	0.5	Probable_Lie	RIGHT	RIGHT	1	693.563700000027	25	2021-02-24 14:39:01.190727
115	Computer	S210224	0.6666666666666666	1	2	1	2	0.3	1350.0000027	1433.3333362	1500.000003	2500.000005	Major	Good_deeds	4	You have been convicted in court	C2_53	0.45	Easy	I1_23	42	Milwaukee Art Museum is located in California	0.0	Yes	LEFT	279.50079999993704	RIGHT	926.4769999999772	LEFT	996.8883000000232	LEFT	2503.9728000000423	12.3	0.3	Probable_Truth	LEFT	RIGHT	5	769.7480608359801	26	2021-02-24 14:39:26.023182
124	Computer	S210224	0.6666666666666666	2	1	2	1	0.8	1350.0000027	1066.6666688	1650.0000033	2066.6666708	Minor	Wrong_doings	28	You have cursed at others	C1_14	0.95	Easy	I1_44	31	The first Grammy awards was held in 1959	0.666666666666667	Yes	LEFT	799.9561999999969	RIGHT	399.8983000001317	LEFT	903.3121999998456	RIGHT	1544.8044999998274	12.3	0.8	Probable_Lie	LEFT	LEFT	3	645.163054299249	27	2021-02-24 14:39:49.021603
21	Self	S210224	0.6666666666666666	1	2	2	1	0.5	1433.3333362	1500.000003	1783.3333369	1650.0000033	Major	Good_deeds	35	You have claimed doing things that you never did	C1_4	1.0	Easy	I2_22	27	Airbags in cars are filled with sodium azide	0.0	No	RIGHT	264.0767000000324	RIGHT	536.976999999979	LEFT	2584.470700000111	LEFT	2199.7180999999277	12.8	0.5	Probable_Truth	LEFT	LEFT	1	718.3743000000504	28	2021-02-24 14:40:14.264893
94	Self	S210224	0.8333333333333334	2	1	2	1	0.1	1283.3333359	1150.0000023	2216.6666711000003	2066.6666708	Major	Good_deeds	46	You have started an NGO using your savings	C2_57	0.0	Hard	I1_6	16	Cernan was the second last man to walk on the Moon	0.666666666666667	Yes	RIGHT	664.928300000156	RIGHT	257.33790000003864	RIGHT	2263.6241000000155	LEFT	2022.3757999999636	12.9	0.1	Probable_Lie	LEFT	LEFT	5	574.7828999999456	29	2021-02-24 14:40:39.334304
133	Computer	S210224	0.8333333333333334	1	2	2	1	0.1	1433.3333362	1500.000003	1650.0000033	1783.3333369	Minor	Good_deeds	57	You have a non-judgmental attitude towards everyone	C2_9	0.55	Hard	I1_36	8	Saturn's rings are between 30 and 300 feet thick	0.777777777777778	No	LEFT	367.0203000001493	LEFT	622.6412999999411	RIGHT	2720.559200000025	LEFT	4203.115600000047	12.9	0.1	Probable_Lie	LEFT	RIGHT	1	984.20462710463	30	2021-02-24 14:41:07.165384
91	Self	S210224	0.8333333333333334	2	1	1	2	0.2	1066.6666688	1350.0000027	1650.0000033	2500.000005	Major	Good_deeds	16	You have helped with household chores	C2_20	1.0	Easy	I1_14	11	The first Olympic Games was held in the 5th century B.C	0.0	Yes	RIGHT	806.2032000000272	RIGHT	317.54090000004	RIGHT	1006.6664000000856	LEFT	3519.266600000037	13.1	0.2	Probable_Truth	LEFT	LEFT	1	887.5439999999344	31	2021-02-24 14:41:32.846877
47	Self	S210224	0.8333333333333334	2	1	2	1	0.6	1350.0000027	1433.3333362	2066.6666708	2350.0000047	Major	Good_deeds	12	You have faked an illness	C1_42	0.7	Easy	I2_43	12	Singapore ranked 8th in World's smallest countries	0.0	Yes	RIGHT	678.9702999999463	RIGHT	231.6412000000128	LEFT	1079.2255999999725	RIGHT	3033.5665000000063	13.7	0.6	Probable_Truth	LEFT	LEFT	1	703.0311000000893	32	2021-02-24 14:41:58.349806
80	Self	S210224	0.8333333333333334	1	2	1	2	0.2	1150.0000023	1433.3333362	2350.0000047	2500.000005	Major	Good_deeds	11	You have held the elevator doors for others	C2_37	0.95	Easy	I1_58	45	The Seine river is 50 feet above sea level	0.0	No	RIGHT	168.71609999998327	RIGHT	1186.2566999998307	RIGHT	1277.1889999999075	LEFT	1759.941799999979	13.9	0.2	Probable_Truth	LEFT	LEFT	1	782.9949999998007	33	2021-02-24 14:42:23.533284
61	Self	S210224	0.5	2	1	2	1	0.7	1350.0000027	1500.000003	2216.6666711000003	1783.3333369	Major	Good_deeds	50	You have stopped using products tested on animals	C2_54	0.0	Hard	I2_12	29	It takes 112 years to build the Pisa Tower	0.833333333333333	Yes	RIGHT	656.632400000035	RIGHT	192.38640000003213	LEFT	3071.6200000001663	RIGHT	1570.1211999999032	14.599999999999998	0.7	Probable_Truth	RIGHT	RIGHT	4	950.2074999998058	34	2021-02-24 14:42:49.397565
118	Computer	S210224	0.6666666666666666	1	2	2	1	0.4	1433.3333362	1216.6666691	2500.000005	1783.3333369	Minor	Good_deeds	13	You have helped a friend in need	C2_17	0.85	Hard	I2_36	27	There are 10 continents in the World	0.666666666666667	Yes	LEFT	257.4397999999292	RIGHT	1009.1342000000624	RIGHT	863.1634000000759	LEFT	1141.456000000062	14.599999999999998	0.4	Probable_Truth	RIGHT	LEFT	2	942.5683509322212	35	2021-02-24 14:43:13.118637
49	Self	S210224	0.5	1	2	1	2	0.3	1283.3333359	1216.6666691	2216.6666711000003	2216.6666711000003	Minor	Good_deeds	33	You have downloaded pirated movies	C2_45	0.05	Hard	I2_49	49	The Franco-Prussian War occurred in the 19th century	0.0	No	RIGHT	127.86499999992884	LEFT	1110.8580000000077	LEFT	1151.861300000064	RIGHT	2990.689199999906	14.299999999999995	0.3	Probable_Lie	LEFT	RIGHT	1	857.3003999999855	36	2021-02-24 14:43:38.870783
52	Self	S210224	0.5	1	2	2	1	0.2	1350.0000027	1150.0000023	2350.0000047	2066.6666708	Minor	Good_deeds	24	You have confessed to your mistake	C2_33	0.0	Hard	I1_2	33	Carnivore refers to meat-eater	0.0	No	RIGHT	400.3892999999152	LEFT	1146.8141999998809	RIGHT	1440.734200000179	RIGHT	2224.682499999972	14.099999999999998	0.2	Probable_Lie	LEFT	LEFT	4	705.1746000001913	37	2021-02-24 14:44:04.277358
121	Computer	S210224	0.6666666666666666	2	1	1	2	0.5	1066.6666688	1283.3333359	2066.6666708	2216.6666711000003	Major	Good_deeds	56	You have failed to keep promises	C2_6	0.85	Easy	I2_54	28	A square has 3 corners	0.0	Yes	LEFT	635.9849999998914	RIGHT	426.546000000144	LEFT	1261.9913999999426	LEFT	1240.3492999999344	14.099999999999998	0.5	Probable_Truth	LEFT	LEFT	1	507.50621219510896	38	2021-02-24 14:44:27.549557
89	Self	S210224	0.8333333333333334	2	1	1	2	0.3	1350.0000027	1500.000003	1783.3333369	1650.0000033	Major	Good_deeds	47	You have engaged in underage smoking	C1_11	0.0	Hard	I2_16	52	There are 6 million animal species on Earth	0.0	Yes	RIGHT	392.4328000000514	RIGHT	272.9842999999619	LEFT	1439.7068000000672	LEFT	2288.064100000156	14.4	0.3	Probable_Lie	LEFT	LEFT	2	664.1955000000053	39	2021-02-24 14:44:51.462530
139	Computer	S210224	0.8333333333333334	2	1	1	2	0.8	1283.3333359	1000.000002	2500.000005	1933.3333372	Minor	Good_deeds	53	You have taken responsibility for your actions	C2_58	0.0	Hard	I2_46	3	It is snowing outside now	0.666666666666667	Yes	LEFT	757.6470999999856	RIGHT	191.48859999995693	RIGHT	1198.4893999999713	LEFT	928.0968000000483	14.4	0.8	Probable_Lie	LEFT	LEFT	5	837.4725399537447	40	2021-02-24 14:45:14.653763
13	Self	S210224	0.5	2	1	2	1	0.8	1216.6666691	1500.000003	2066.6666708	1650.0000033	Major	Wrong_doings	29	You have risked your life to save another person's life	C1_44	0.8	Easy	I2_13	8	"Statue of Liberty is 151 feet tall"	0.611111111111111	No	RIGHT	684.0185999999449	LEFT	367.0302000000447	RIGHT	1799.0480999999363	RIGHT	1663.542199999938	13.599999999999998	0.8	Probable_Lie	RIGHT	LEFT	4	890.450699999974	41	2021-02-24 14:45:39.069550
104	Computer	S210224	0.5	2	1	1	2	0.8	1433.3333362	1216.6666691	1650.0000033	2216.6666711000003	Minor	Good_deeds	30	You have taken months off to volunteer	C2_29	0.05	Easy	I1_8	13	Some owl species hunt fish	0.888888888888889	No	LEFT	607.9893000000993	LEFT	287.5745999999708	LEFT	2224.9168999999256	RIGHT	1529.0529999999762	13.599999999999998	0.8	Probable_Lie	RIGHT	LEFT	6	891.2463059991694	42	2021-02-24 14:46:03.686523
88	Self	S210224	0.8333333333333334	2	1	1	2	0.4	1433.3333362	1433.3333362	2350.0000047	1783.3333369	Minor	Wrong_doings	11	You have lost everything just to help others	C2_47	0.05	Easy	I1_35	55	December is the last month of the year	0.0	No	RIGHT	450.3248999999414	RIGHT	136.48130000001402	LEFT	4019.364700000097	RIGHT	1279.3285000000196	13.999999999999998	0.4	Probable_Truth	RIGHT	RIGHT	3	876.50450000001	43	2021-02-24 14:46:30.021558
109	Computer	S210224	0.5	2	1	2	1	0.2	1066.6666688	1350.0000027	1500.000003	1783.3333369	Major	Wrong_doings	29	You have risked your life to save another person's life	C1_44	0.8	Easy	I2_13	8	"Statue of Liberty is 151 feet tall"	0.611111111111111	No	LEFT	853.6266999999498	LEFT	112.34869999998408	LEFT	1375.4002999999102	RIGHT	996.0998999999902	13.999999999999998	0.2	Probable_Lie	RIGHT	LEFT	5	612.4500639777425	44	2021-02-24 14:46:52.245439
19	Self	S210224	0.6666666666666666	1	2	1	2	0.4	1283.3333359	1350.0000027	1500.000003	2350.0000047	Major	Good_deeds	4	You have been convicted in court	C2_53	0.45	Easy	I1_23	42	Milwaukee Art Museum is located in California	0.0	Yes	RIGHT	239.9895999999444	RIGHT	980.84259999996	LEFT	1084.2557000000852	LEFT	959.761800000024	14.4	0.4	Probable_Truth	RIGHT	RIGHT	4	910.2828000000044	45	2021-02-24 14:47:15.477780
131	Computer	S210224	0.8333333333333334	1	2	1	2	0.5	1150.0000023	1150.0000023	2350.0000047	1500.000003	Major	Good_deeds	2	You have offered a listening ear to a friend	C1_57	0.85	Easy	I2_51	10	French is Singapore's official language	0.0555555555555556	Yes	LEFT	270.9674999998697	LEFT	514.3199999999979	RIGHT	1110.4620000000978	LEFT	1352.1393999999418	14.4	0.5	Probable_Lie	RIGHT	RIGHT	1	504.2798562371922	46	2021-02-24 14:47:37.949835
85	Self	S210224	0.8333333333333334	1	2	2	1	0.1	1283.3333359	1150.0000023	2066.6666708	1933.3333372	Minor	Wrong_doings	1	You have illegally stayed in a country	C2_35	0.05	Easy	I2_59	4	Singapore is in Africa	0.0555555555555556	No	RIGHT	247.91529999993145	LEFT	1229.5248000000356	LEFT	1223.162999999886	LEFT	877.1213999998508	14.3	0.1	Probable_Lie	LEFT	LEFT	6	745.5569999999625	47	2021-02-24 14:48:01.278203
134	Computer	S210224	0.8333333333333334	1	2	2	1	0.8	1066.6666688	1433.3333362	1500.000003	1933.3333372	Major	Good_deeds	8	You have signed up as a bone marrow donor	C2_52	0.1	Easy	I1_47	58	Today is Sunday	0.0	No	LEFT	304.52630000013414	RIGHT	834.6250999998119	RIGHT	1470.8120999998755	LEFT	1157.137799999873	14.3	0.8	Probable_Truth	RIGHT	RIGHT	3	735.3147183388883	48	2021-02-24 14:49:03.573999
2	Self	S210224	0.5	1	2	1	2	0.3	1066.6666688	1283.3333359	2350.0000047	2500.000005	Minor	Good_deeds	51	You have made someone cry	C1_30	0.0	Easy	I2_41	21	Last day of the year is 30th December	0.0555555555555556	No	RIGHT	303.0255000001034	RIGHT	450.25989999999183	LEFT	1927.158899999995	LEFT	2271.669299999985	14.6	0.3	Probable_Truth	RIGHT	LEFT	2	945.4605000000812	49	2021-02-24 14:49:29.244935
65	Self	S210224	0.6666666666666666	1	2	1	2	0.1	1216.6666691	1150.0000023	1783.3333369	1933.3333372	Minor	Wrong_doings	16	You have been sued	C1_5	0.65	Easy	I2_38	26	Astatine is the rarest element in the Earth's crust	0.833333333333333	No	RIGHT	432.6427000000877	LEFT	1002.8368000000684	LEFT	1090.7854999998108	RIGHT	3031.877199999826	14.5	0.1	Probable_Lie	LEFT	LEFT	6	720.6169999999474	50	2021-02-24 14:49:54.181674
41	Self	S210224	0.8333333333333334	2	1	1	2	0.1	1433.3333362	1283.3333359	2500.000005	1933.3333372	Major	Wrong_doings	26	You have helped your parents when asked to	C2_26	0.95	Hard	I2_18	32	Today is a weekday	0.833333333333333	No	RIGHT	317.0282999999472	RIGHT	240.66839999977677	RIGHT	3333.307300000115	RIGHT	1151.1556999998902	14.6	0.1	Probable_Lie	LEFT	LEFT	2	790.0122999999439	51	2021-02-24 14:50:19.734238
0	Self	S210224	0.5	1	2	1	2	0.4	1000.000002	1150.0000023	1650.0000033	1783.3333369	Minor	Good_deeds	10	You have said sorry when you were rude	C1_38	0.95	Easy	I2_28	46	Bears have the biggest eyes among mammals	0.944444444444444	Yes	RIGHT	304.65219999996407	RIGHT	365.3870999999072	RIGHT	1160.5445000000143	LEFT	1159.763699999985	15.0	0.4	Probable_Truth	LEFT	LEFT	3	1013.8947000000372	52	2021-02-24 14:50:41.902073
46	Self	S210224	0.8333333333333334	2	1	2	1	0.5	1216.6666691	1216.6666691	2350.0000047	1783.3333369	Major	Wrong_doings	42	You have bribed someone to improve a grade	C1_17	0.2	Easy	I1_45	18	Mageirocophobia is a fear of deathly disease	0.944444444444444	No	RIGHT	322.01530000020284	RIGHT	88.02979999995841	LEFT	1260.8657000000676	LEFT	2716.850999999906	15.5	0.5	Probable_Truth	LEFT	LEFT	1	786.4764999999352	53	2021-02-24 14:51:06.220690
78	Self	S210224	0.6666666666666666	2	1	2	1	0.2	1216.6666691	1216.6666691	1500.000003	2066.6666708	Minor	Good_deeds	27	You have donated blood every 6 months for many years	C2_27	0.15	Hard	I2_6	9	It sometimes snows in Singapore	0.944444444444444	Yes	RIGHT	996.2924999999814	LEFT	257.01299999991534	RIGHT	2048.3888999999635	LEFT	1053.416900000002	15.3	0.2	Probable_Lie	RIGHT	RIGHT	1	602.2462999999334	54	2021-02-24 14:51:29.758251
