index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
78	Self	S201120	0.6666666666666666	2	1	2	1	0.6	1216.6666691	1283.3333359	1650.0000033	2500.000005	Minor	Wrong_doings	37	You have been sued	C2_48	0.65	Easy	I2_58	58	Teddy Roosevelt was the youngest US President	0.722222222222222	No	RIGHT	695.6079999999929	RIGHT	543.8454000000092	LEFT	991.653000000042	RIGHT	1930.7689999998277	16.8	0.6	Probable_Lie	LEFT	LEFT	3	886.2457000000177	35	2020-11-20 14:25:15.382832
117	Computer	S201120	0.6666666666666666	1	2	2	1	0.1	1066.6666688	1433.3333362	1783.3333369	1500.000003	Minor	Good_deeds	28	You have started a hotline for victims of bully	C2_43	0.05	Easy	I1_1	24	Today is Sunday	0.666666666666667	Yes	LEFT	750.420399999939	LEFT	575.7933999998386	RIGHT	2311.676499999976	LEFT	943.2865999999648	16.8	0.1	Probable_Truth	LEFT	RIGHT	3	884.6215386776767	36	2020-11-20 14:25:39.198637
111	Computer	S201120	0.5	2	1	2	1	0.5	1066.6666688	1500.000003	2500.000005	2500.000005	Minor	Wrong_doings	30	You have kidnapped someone	C1_57	0.0	Hard	I2_18	14	It takes 112 years to build the Pisa Tower	0.611111111111111	Yes	RIGHT	872.5014000001465	LEFT	1549.821399999928	LEFT	896.9955999998547	RIGHT	997.8329999999004	16.8	0.5	Probable_Lie	RIGHT	LEFT	5	519.4315394691781	37	2020-11-20 14:26:04.167207
95	Self	S201120	0.8333333333333334	2	1	2	1	0.3	1000.000002	1066.6666688	1933.3333372	1650.0000033	Minor	Wrong_doings	3	You have engaged in arson	C2_33	0.55	Easy	I1_60	36	There are 30 hours in a day	0.0	Yes	RIGHT	608.1103000001349	RIGHT	444.90620000010495	LEFT	1152.7710999998817	LEFT	1054.5269000001554	17.1	0.3	Probable_Truth	LEFT	LEFT	1	803.9496999999756	38	2020-11-20 14:26:26.453405
116	Computer	S201120	0.6666666666666666	1	2	2	1	0.4	1283.3333359	1350.0000027	2500.000005	2500.000005	Major	Good_deeds	7	You have been physically hurt to protect others	C1_35	0.65	Hard	I1_28	28	The Seine river is 50 feet above sea level	0.0	No	RIGHT	721.7908999998599	LEFT	465.0105999999141	Time_Max_Exceeded	5000.245100000029	RIGHT	1574.275299999954	17.1	0.4	Probable_Truth	RIGHT	RIGHT	5	946.3634145138774	39	2020-11-20 14:26:55.368281
18	Self	S201120	0.6666666666666666	1	2	1	2	0.7	1500.000003	1500.000003	2066.6666708	1500.000003	Major	Wrong_doings	51	You have cheated on a national exam	C1_51	0.45	Hard	I1_54	1	The current century is 21st	0.0	Yes	RIGHT	325.3552999999556	RIGHT	552.3044000001391	LEFT	915.54270000006	RIGHT	1152.668400000039	17.8	0.7	Probable_Truth	LEFT	LEFT	1	709.8453999999492	40	2020-11-20 14:27:18.165768
33	Self	S201120	0.8333333333333334	1	2	1	2	0.6	1283.3333359	1150.0000023	1783.3333369	1650.0000033	Minor	Wrong_doings	39	You have organized a violent protest	C2_10	0.05	Hard	I1_24	47	Penguin can fly with their wings	0.0555555555555556	Yes	RIGHT	425.8370999998533	RIGHT	832.4701999999888	LEFT	901.073600000018	LEFT	1257.0433999999295	18.4	0.6	Probable_Truth	LEFT	LEFT	1	621.7870000000403	41	2020-11-20 14:27:40.647160
124	Computer	S201120	0.6666666666666666	2	1	2	1	0.5	1150.0000023	1500.000003	1783.3333369	2066.6666708	Major	Good_deeds	33	You have coveted things that belong to others	C2_40	0.05	Hard	I2_3	4	Mozambique is the world's poorest country	0.0	Yes	LEFT	440.1981000000888	LEFT	561.6322999999284	LEFT	1095.620700000154	RIGHT	1102.7685999999903	18.4	0.5	Probable_Lie	RIGHT	LEFT	4	629.9904752912832	42	2020-11-20 14:28:03.550322
65	Self	S201120	0.6666666666666666	1	2	1	2	0.6	1350.0000027	1350.0000027	1500.000003	1933.3333372	Minor	Wrong_doings	36	You have started a movement to support a cause	C2_14	0.7	Hard	I2_5	44	The hardest bone in human body is the jawbone	1.0	Yes	RIGHT	429.6164999998382	RIGHT	544.682499999908	RIGHT	1390.0231999998596	RIGHT	1846.535200000062	19.000000000000004	0.6	Probable_Truth	RIGHT	RIGHT	5	745.7746000000043	43	2020-11-20 14:28:27.214785
34	Self	S201120	0.8333333333333334	1	2	1	2	0.3	1500.000003	1350.0000027	2066.6666708	2350.0000047	Major	Good_deeds	45	You have told someone's secret to others	C2_56	0.15	Easy	I2_51	16	There are 6000 spoken languages in the World	0.666666666666667	No	RIGHT	454.1503999998895	RIGHT	783.8514999998552	LEFT	1354.002199999968	RIGHT	1368.6069000000316	19.300000000000004	0.3	Probable_Truth	LEFT	LEFT	1	636.1996000000545	44	2020-11-20 14:28:51.654659
92	Self	S201120	0.8333333333333334	2	1	2	1	0.5	1500.000003	1216.6666691	2350.0000047	1783.3333369	Major	Wrong_doings	33	You have bribed a police officer	C1_3	1.0	Easy	I2_60	60	Airbags in cars are filled with sodium azide	0.0	No	RIGHT	375.2294000000802	RIGHT	627.5809999999638	LEFT	848.0187999998634	RIGHT	2193.82359999986	19.800000000000004	0.5	Probable_Truth	RIGHT	RIGHT	2	667.3854000000574	45	2020-11-20 14:29:15.790586
30	Self	S201120	0.6666666666666666	2	1	2	1	0.6	1150.0000023	1150.0000023	2066.6666708	2500.000005	Minor	Good_deeds	46	You have offered a listening ear to a friend	C1_15	0.0	Easy	I1_4	42	The sun rises at night	0.0	Yes	RIGHT	560.8488000000307	RIGHT	501.4466000000084	RIGHT	1679.3186999998395	LEFT	1238.851600000089	20.40000000000001	0.6	Probable_Truth	LEFT	LEFT	2	921.8230999999832	46	2020-11-20 14:29:40.134359
76	Self	S201120	0.6666666666666666	2	1	2	1	0.2	1000.000002	1000.000002	2500.000005	1783.3333369	Major	Wrong_doings	38	You have cheated on a test	C2_37	0.95	Hard	I1_17	31	Pyramid of Giza is 468 feet tall	0.0555555555555556	No	RIGHT	792.7940000001854	RIGHT	365.2473999998165	LEFT	800.5941999999777	RIGHT	1116.6335999998864	20.600000000000005	0.2	Probable_Lie	LEFT	LEFT	3	743.7594000000445	47	2020-11-20 14:30:02.807033
73	Self	S201120	0.6666666666666666	2	1	1	2	0.7	1150.0000023	1500.000003	1500.000003	1500.000003	Major	Wrong_doings	9	You have sheltered others from disasters	C1_34	0.0	Easy	I2_56	58	Cleopatra was born in Greece	0.0	No	LEFT	1960.12450000012	RIGHT	1453.9098000000197	RIGHT	1133.5504000001038	RIGHT	2072.8277999999136	19.90000000000001	0.7	Probable_Lie	LEFT	LEFT	5	637.8881000000547	48	2020-11-20 14:32:02.126292
61	Self	S201120	0.5	2	1	2	1	0.5	1283.3333359	1500.000003	2350.0000047	1933.3333372	Major	Good_deeds	60	You have queued to enter the MRT train	C1_44	0.85	Easy	I2_13	43	Animals are living things	0.0	Yes	RIGHT	399.2020999999113	RIGHT	473.9788000001681	RIGHT	999.8143000000256	RIGHT	827.8083000000152	20.40000000000001	0.5	Probable_Truth	LEFT	RIGHT	5	1343.2463999999982	49	2020-11-20 14:32:25.815008
25	Self	S201120	0.6666666666666666	2	1	1	2	0.3	1283.3333359	1283.3333359	1500.000003	1650.0000033	Major	Wrong_doings	8	You have taken part in violent demonstration	C2_46	0.7	Easy	I1_42	9	Beef comes from cows	0.777777777777778	Yes	LEFT	559.4618000000082	RIGHT	910.104100000126	LEFT	1070.5659999998716	RIGHT	1366.6231000001972	20.100000000000005	0.3	Probable_Lie	LEFT	LEFT	6	714.6232000000055	50	2020-11-20 14:32:48.725452
37	Self	S201120	0.8333333333333334	1	2	2	1	0.2	1000.000002	1500.000003	1500.000003	2500.000005	Major	Wrong_doings	56	You have switched off appliances when not in use	C1_29	0.8	Easy	I1_47	22	Fishes can swim in water	0.0555555555555556	Yes	RIGHT	674.4633999999223	RIGHT	359.87279999994826	RIGHT	927.5982999999997	RIGHT	877.3364000001038	20.300000000000004	0.2	Probable_Truth	RIGHT	RIGHT	3	632.3276999999052	51	2020-11-20 14:33:11.277737
96	Computer	S201120	0.5	1	2	1	2	0.8	1433.3333362	1216.6666691	2350.0000047	2216.6666711000003	Major	Good_deeds	30	You have started an NGO using your savings	C2_59	0.7	Hard	I2_52	2	A square has 3 corners	0.0	No	RIGHT	730.0966000000244	LEFT	535.9914000000572	RIGHT	1760.2136999998947	LEFT	1263.4912999999417	20.300000000000004	0.8	Probable_Truth	LEFT	LEFT	2	537.6272384984461	52	2020-11-20 14:33:35.886835
109	Computer	S201120	0.5	2	1	2	1	0.1	1500.000003	1283.3333359	1500.000003	1933.3333372	Major	Wrong_doings	47	You have confessed to your mistake	C2_47	0.25	Hard	I1_52	48	December is the last month of the year	1.0	No	LEFT	680.0241000000824	LEFT	1215.7416000000012	RIGHT	1072.0010000000002	RIGHT	1093.8653999999133	20.300000000000004	0.1	Probable_Lie	LEFT	RIGHT	3	651.7340285347759	53	2020-11-20 14:33:59.381270
50	Self	S201120	0.5	1	2	1	2	0.5	1500.000003	1350.0000027	1500.000003	2350.0000047	Minor	Good_deeds	3	You have thrown your trash into the bin	C1_6	0.95	Easy	I1_27	44	There are 20 bones in the human skull	0.0555555555555556	No	RIGHT	685.4918999999882	RIGHT	528.4205000000384	RIGHT	1219.7106999999503	LEFT	1815.1408999999603	20.800000000000004	0.5	Probable_Lie	LEFT	RIGHT	1	1245.038200000181	54	2020-11-20 14:34:24.149780
