index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
29	Self	S200217	0.6666666666666666	2	1	2	1	0.3	1350.0000027	1216.6666691	2216.6666711000003	2500.000005	Minor	Good_deeds	43	You have done something against your values	C1_43	1.0	Easy	I1_54	10	Singapore is a country	0.0555555555555556	Yes	RIGHT	1007.1889000000738	LEFT	336.405300000024	RIGHT	990.515799999912	LEFT	1192.060799999922	8.899999999999997	0.3	Probable_Lie	LEFT	LEFT	6	872.840599999904	15	2020-02-17 11:03:04.274108
48	Self	S200217	0.5	1	2	1	2	0.7	1000.000002	1066.6666688	2216.6666711000003	1783.3333369	Major	Good_deeds	56	You have bought cigarettes for a minor	C1_53	0.9	Easy	I2_2	24	Fishes can swim in water	1.0	Yes	RIGHT	214.81330000005983	RIGHT	270.3049000000419	RIGHT	1584.4181999999591	LEFT	1433.4610000000794	9.599999999999996	0.7	Probable_Truth	RIGHT	RIGHT	6	450.082699999939	16	2020-02-17 11:03:26.873227
3	Self	S200217	0.5	1	2	1	2	0.7	1000.000002	1000.000002	1650.0000033	1650.0000033	Minor	Good_deeds	6	You have coveted things that belong to others	C1_9	1.0	Hard	I2_51	29	It sometimes snows in Singapore	0.611111111111111	Yes	RIGHT	240.4481000000942	RIGHT	287.0907999999872	LEFT	1248.2238999999709	LEFT	3888.21310000003	10.299999999999995	0.7	Probable_Truth	RIGHT	RIGHT	6	406.91640000000007	17	2020-02-17 11:03:50.818125
26	Self	S200217	0.6666666666666666	2	1	1	2	0.2	1216.6666691	1283.3333359	1933.3333372	1500.000003	Major	Good_deeds	9	You have been convicted in court	C1_4	0.05	Hard	I1_10	54	Bears have the biggest eyes among mammals	0.944444444444444	No	RIGHT	242.30049999994208	RIGHT	112.8979000000072	LEFT	2407.48050000002	LEFT	1207.1469999999636	10.499999999999996	0.2	Probable_Truth	RIGHT	RIGHT	5	1445.536700000048	18	2020-02-17 11:04:14.738477
121	Computer	S200217	0.6666666666666666	2	1	1	2	0.3	1066.6666688	1433.3333362	2216.6666711000003	1933.3333372	Major	Wrong_doings	33	You have rescued others from a catastrophe	C1_59	0.2	Easy	I2_40	28	Milwaukee Art Museum is located in California	0.0	Yes	LEFT	466.3773999999421	LEFT	192.41439999996143	LEFT	1670.1485000000955	RIGHT	2261.8250000000444	10.499999999999996	0.3	Probable_Lie	RIGHT	LEFT	5	659.7840072063794	19	2020-02-17 11:04:39.218569
40	Self	S200217	0.8333333333333334	2	1	1	2	0.1	1066.6666688	1066.6666688	1650.0000033	2216.6666711000003	Minor	Good_deeds	47	You have sign up to sponsor a needy child	C1_47	0.05	Hard	I2_34	21	R. Amundsen discovered the South Pole	0.111111111111111	No	RIGHT	254.4093999999859	RIGHT	289.4708000000037	RIGHT	1471.4878000000908	RIGHT	2402.6126999999638	10.599999999999994	0.1	Probable_Lie	LEFT	LEFT	4	857.3884999999564	20	2020-02-17 11:05:03.065236
65	Self	S200217	0.6666666666666666	1	2	1	2	0.6	1283.3333359	1216.6666691	2500.000005	2350.0000047	Minor	Wrong_doings	5	You have been sued	C2_36	0.0	Easy	I2_4	50	Most plants emit oxygen in the day	0.777777777777778	Yes	RIGHT	238.02760000000944	RIGHT	242.24480000009407	RIGHT	2863.9619999999013	LEFT	1059.0830999999523	11.199999999999994	0.6	Probable_Truth	RIGHT	RIGHT	6	435.8379999999897	21	2020-02-17 11:05:27.834776
39	Self	S200217	0.8333333333333334	1	2	2	1	0.5	1000.000002	1216.6666691	1933.3333372	1500.000003	Minor	Good_deeds	34	You have stopped using products tested on animals	C2_53	1.0	Easy	I1_26	6	It is snowing outside now	0.0	No	RIGHT	289.60330000006707	RIGHT	268.260699999928	LEFT	1607.7632999999878	RIGHT	2366.872599999965	11.699999999999994	0.5	Probable_Truth	LEFT	LEFT	1	980.4315000000088	22	2020-02-17 11:05:51.569124
18	Self	S200217	0.6666666666666666	1	2	1	2	0.4	1433.3333362	1500.000003	1933.3333372	2350.0000047	Major	Good_deeds	1	You have been arrested	C2_58	0.0	Hard	I2_41	4	Summer is hotter than winter	0.0	Yes	RIGHT	199.9757999999474	RIGHT	259.0779000000793	RIGHT	1720.165399999928	LEFT	812.706100000014	12.099999999999994	0.4	Probable_Lie	LEFT	LEFT	4	626.6866000000846	23	2020-02-17 11:06:14.978539
68	Self	S200217	0.6666666666666666	1	2	2	1	0.4	1000.000002	1066.6666688	1783.3333369	1933.3333372	Major	Wrong_doings	3	You have said sorry when you were rude	C1_5	0.65	Hard	I2_56	12	Singapore is a poor country	0.944444444444444	Yes	RIGHT	233.1342999999606	RIGHT	287.0341999999937	LEFT	1445.7464999999274	RIGHT	1511.2221000000543	12.499999999999996	0.4	Probable_Truth	RIGHT	RIGHT	4	421.7861999999286	24	2020-02-17 11:06:37.233609
105	Computer	S200217	0.5	2	1	1	2	0.8	1066.6666688	1350.0000027	1500.000003	1933.3333372	Minor	Wrong_doings	35	You have been restricting your electricity consumption	C2_35	1.0	Hard	I2_42	46	Singapore ranked 8th in World's smallest countries	0.0	Yes	LEFT	93.51060000005872	LEFT	8.53129999995872	RIGHT	3391.0710999999765	RIGHT	3938.48289999994	12.499999999999996	0.8	Probable_Lie	RIGHT	LEFT	6	637.5801116320862	25	2020-02-17 11:07:03.722817
30	Self	S200217	0.6666666666666666	2	1	2	1	0.8	1066.6666688	1150.0000023	2066.6666708	2216.6666711000003	Minor	Good_deeds	59	You have cheated on a national exam	C2_9	0.7	Hard	I2_22	40	The current century is 21st	0.0	Yes	RIGHT	221.640500000035	RIGHT	224.3988000000172	RIGHT	1205.7858999999098	LEFT	1103.149999999914	13.299999999999995	0.8	Probable_Lie	LEFT	LEFT	4	716.2048000000141	26	2020-02-17 11:07:26.273229
84	Self	S200217	0.8333333333333334	1	2	2	1	0.8	1500.000003	1433.3333362	2066.6666708	1650.0000033	Major	Good_deeds	58	You have provided shelter for stray animals	C1_23	1.0	Easy	I1_5	45	The human's inner ear is larger than a pencil eraser	0.888888888888889	Yes	RIGHT	7.765199999994365	RIGHT	661.9642999999087	LEFT	3245.479899999964	RIGHT	1657.1535000000497	14.099999999999996	0.8	Probable_Truth	RIGHT	RIGHT	5	354.6053000000029	27	2020-02-17 11:07:51.425439
141	Computer	S200217	0.8333333333333334	2	1	2	1	0.5	1216.6666691	1150.0000023	2216.6666711000003	2350.0000047	Minor	Good_deeds	8	You have bribed someone to improve a grade	C1_8	0.85	Easy	I2_52	34	Afghan Hound is the first cloned cat	0.0555555555555556	No	LEFT	651.9610000000284	RIGHT	232.56860000014967	RIGHT	2605.061599999999	LEFT	1783.0128000000514	14.099999999999996	0.5	Probable_Truth	LEFT	LEFT	1	837.7220233969624	28	2020-02-17 11:08:17.033330
20	Self	S200217	0.6666666666666666	1	2	2	1	0.6	1150.0000023	1216.6666691	1650.0000033	1783.3333369	Minor	Good_deeds	15	You have thrown your trash into the bin	C1_6	1.0	Easy	I1_14	44	The Franco-Prussian War occurred in the 19th century	0.0	Yes	RIGHT	704.0406000000985	LEFT	844.9725000000399	RIGHT	1475.3445000001193	RIGHT	1200.4382000000078	13.499999999999996	0.6	Probable_Lie	LEFT	LEFT	5	652.6602000001276	29	2020-02-17 11:08:40.290028
21	Self	S200217	0.6666666666666666	1	2	2	1	0.3	1066.6666688	1350.0000027	2066.6666708	1933.3333372	Major	Good_deeds	39	You have taken responsibility for your actions	C2_31	0.95	Hard	I2_49	14	Obama is the USA president now	0.0	No	RIGHT	240.7100000000355	LEFT	925.3379999997832	LEFT	1221.4926999999989	RIGHT	1223.9148000001023	13.199999999999996	0.3	Probable_Lie	RIGHT	RIGHT	1	614.6298000001025	30	2020-02-17 11:09:03.506195
41	Self	S200217	0.8333333333333334	2	1	1	2	0.2	1500.000003	1433.3333362	1933.3333372	2350.0000047	Major	Wrong_doings	16	You have cursed at your loved ones	C2_46	0.0	Hard	I1_21	52	Some owl species hunt fish	0.0	Yes	RIGHT	35.6763999998293	RIGHT	264.01319999990847	LEFT	2880.037800000082	LEFT	1852.2195999998985	13.399999999999997	0.2	Probable_Truth	LEFT	LEFT	1	504.7737000002144	31	2020-02-17 11:09:28.834459
12	Self	S200217	0.5	2	1	2	1	0.4	1066.6666688	1433.3333362	1783.3333369	1500.000003	Minor	Wrong_doings	42	You have organized a violent protest	C1_29	0.75	Hard	I2_30	60	Airbags in cars are filled with sodium azide	0.0	No	RIGHT	937.9619000001184	LEFT	175.84549999992305	LEFT	2430.156200000056	LEFT	1918.7744000000748	12.999999999999996	0.4	Probable_Lie	RIGHT	RIGHT	1	1627.167800000052	32	2020-02-17 11:09:54.283478
52	Self	S200217	0.5	1	2	2	1	0.4	1066.6666688	1000.000002	2350.0000047	2350.0000047	Minor	Wrong_doings	53	You have been donating all your excess food to a food bank	C2_30	0.05	Hard	I2_1	6	Singapore has four seasons	0.0	No	RIGHT	529.1227000000163	LEFT	939.207599999918	LEFT	1244.2919999998594	Time_Max_Exceeded	5000.212800000099	12.599999999999994	0.4	Probable_Lie	LEFT	RIGHT	3	980.065699999841	33	2020-02-17 11:10:22.314621
124	Computer	S200217	0.6666666666666666	2	1	2	1	0.5	1216.6666691	1500.000003	1500.000003	1650.0000033	Major	Wrong_doings	59	You have downloaded pirated movies	C2_59	0.0	Hard	I2_28	22	Hot chocolate was created by the Mayan culture	0.666666666666667	No	LEFT	516.2548999999217	LEFT	135.69619999998395	RIGHT	1806.6874000001008	LEFT	1160.1024999999936	12.599999999999994	0.5	Probable_Lie	LEFT	RIGHT	1	739.3292501033726	34	2020-02-17 11:10:45.106604
126	Computer	S200217	0.6666666666666666	2	1	2	1	0.1	1283.3333359	1000.000002	1650.0000033	2216.6666711000003	Minor	Good_deeds	59	You have cheated on a national exam	C2_9	0.7	Hard	I2_22	40	The current century is 21st	0.0	Yes	LEFT	2105.5791000001136	LEFT	407.9483000000437	RIGHT	967.104000000063	LEFT	773.8750999999411	12.599999999999994	0.1	Probable_Lie	LEFT	RIGHT	2	831.3697772377928	35	2020-02-17 11:11:08.921999
133	Computer	S200217	0.8333333333333334	1	2	2	1	0.1	1150.0000023	1150.0000023	2350.0000047	1650.0000033	Minor	Good_deeds	16	You have engaged in money laundering	C1_50	1.0	Easy	I1_50	3	Marijuana is legal in Singapore	0.0	No	LEFT	96.3361999999961	LEFT	1018.9437000001362	LEFT	1304.3351999999686	LEFT	1759.5315999999457	12.599999999999994	0.1	Probable_Lie	LEFT	RIGHT	1	949.6802508930386	36	2020-02-17 11:11:32.922069
11	Self	S200217	0.5	2	1	1	2	0.3	1500.000003	1500.000003	1933.3333372	2500.000005	Minor	Good_deeds	29	You have given way to the handicapped	C1_11	1.0	Easy	I1_48	42	There is typically 0.6 grams of mercury in glass thermometer	0.0	No	RIGHT	893.1919999999991	LEFT	65.43459999988954	RIGHT	2350.3915000001143	RIGHT	1787.8802000000178	12.299999999999994	0.3	Probable_Lie	RIGHT	LEFT	5	1979.4045000001008	37	2020-02-17 11:12:00.010932
55	Self	S200217	0.5	1	2	2	1	0.1	1433.3333362	1500.000003	1933.3333372	1500.000003	Minor	Good_deeds	30	You have risked your life to save another person's life	C1_24	0.0	Easy	I1_46	23	It takes 112 years to build the Pisa Tower	0.0555555555555556	Yes	RIGHT	93.8544999999067	RIGHT	20.41220000000976	LEFT	2187.286399999948	RIGHT	1815.34570000008	12.399999999999991	0.1	Probable_Truth	RIGHT	LEFT	2	1568.2934999999816	38	2020-02-17 11:12:24.650868
27	Self	S200217	0.6666666666666666	2	1	1	2	0.1	1283.3333359	1350.0000027	1500.000003	1783.3333369	Minor	Wrong_doings	4	You have said thank you when you have received help	C2_18	0.9	Easy	I1_28	28	French is Singapore's official language	0.0	No	RIGHT	156.48780000014995	RIGHT	287.93990000008307	LEFT	1448.1307000000925	RIGHT	1658.7687000001097	12.499999999999991	0.1	Probable_Truth	LEFT	LEFT	1	886.2977999999657	39	2020-02-17 11:12:47.578229
102	Computer	S200217	0.5	1	2	2	1	0.5	1066.6666688	1350.0000027	2500.000005	2500.000005	Major	Good_deeds	20	You have adopted a zero-waste lifestyle	C1_22	0.05	Hard	I2_26	58	Fibers in oranges can be used to make fabric	0.0	Yes	LEFT	127.7009000000362	LEFT	288.33800000006704	LEFT	2157.538299999942	RIGHT	2679.701600000044	12.499999999999991	0.5	Probable_Lie	LEFT	LEFT	6	817.0359207453396	40	2020-02-17 11:13:13.641853
6	Self	S200217	0.5	1	2	2	1	0.6	1216.6666691	1150.0000023	2216.6666711000003	1933.3333372	Major	Good_deeds	20	You have adopted a zero-waste lifestyle	C1_22	0.05	Hard	I2_26	58	Fibers in oranges can be used to make fabric	0.0	Yes	RIGHT	808.8038000000779	LEFT	2655.360800000153	RIGHT	2077.4635000000217	RIGHT	1031.4120999998977	11.899999999999991	0.6	Probable_Lie	RIGHT	RIGHT	1	1342.383499999869	41	2020-02-17 11:13:40.649198
106	Computer	S200217	0.5	2	1	1	2	0.3	1350.0000027	1150.0000023	2350.0000047	2066.6666708	Major	Good_deeds	60	You have violated a traffic law	C2_42	0.1	Hard	I1_60	48	The sun rises at night	0.833333333333333	Yes	LEFT	1371.3213999999423	LEFT	104.48650000012094	LEFT	1975.6239000000733	LEFT	1199.5934000001398	11.899999999999991	0.3	Probable_Lie	LEFT	RIGHT	1	948.8090058773308	42	2020-02-17 11:14:05.741054
22	Self	S200217	0.6666666666666666	1	2	2	1	0.5	1350.0000027	1066.6666688	1783.3333369	2216.6666711000003	Minor	Wrong_doings	6	You have made someone cry	C2_1	1.0	Easy	I2_44	49	Red is a color	0.0	No	RIGHT	25.224700000080706	RIGHT	226.70130000005884	RIGHT	1382.164800000055	LEFT	1241.25939999999	12.399999999999991	0.5	Probable_Truth	LEFT	LEFT	2	946.777099999963	43	2020-02-17 11:14:28.553613
36	Self	S200217	0.8333333333333334	1	2	2	1	0.4	1350.0000027	1350.0000027	1650.0000033	2350.0000047	Major	Good_deeds	53	You have helped a friend in need	C2_26	0.1	Hard	I1_3	8	Today is a weekday	0.611111111111111	Yes	RIGHT	112.1943000000556	RIGHT	239.3239000000449	RIGHT	1840.988599999946	RIGHT	1151.678899999979	12.799999999999994	0.4	Probable_Truth	LEFT	LEFT	1	640.5123999998068	44	2020-02-17 11:14:51.818151
140	Computer	S200217	0.8333333333333334	2	1	2	1	0.2	1000.000002	1000.000002	1783.3333369	1933.3333372	Minor	Wrong_doings	39	You have let a homeless man into your house	C1_33	0.0	Easy	I1_53	53	Mageirocophobia is a fear of deathly disease	0.944444444444444	No	LEFT	232.2284999997919	LEFT	367.1372999999676	RIGHT	2212.5851000000694	RIGHT	1734.3129000000772	12.799999999999994	0.2	Probable_Lie	LEFT	RIGHT	1	932.3903243028642	45	2020-02-17 11:15:15.586796
9	Self	S200217	0.5	2	1	1	2	0.2	1433.3333362	1066.6666688	2216.6666711000003	2216.6666711000003	Minor	Wrong_doings	35	You have been restricting your electricity consumption	C2_35	1.0	Hard	I2_42	46	Singapore ranked 8th in World's smallest countries	0.0	Yes	RIGHT	1054.9599999999373	LEFT	174.6135000000777	LEFT	1487.5687999999627	RIGHT	1288.299600000073	12.599999999999994	0.2	Probable_Lie	LEFT	RIGHT	1	1336.6786999999931	46	2020-02-17 11:15:40.441257
32	Self	S200217	0.8333333333333334	1	2	1	2	0.1	1283.3333359	1500.000003	2350.0000047	1783.3333369	Major	Wrong_doings	14	You have a non-judgmental attitude towards everyone	C2_27	0.8	Hard	I1_32	32	Africa is the continent with the least rainfall	0.0	Yes	RIGHT	167.78529999987768	RIGHT	171.8255999999201	RIGHT	2544.0128999998706	RIGHT	2729.880200000025	12.699999999999994	0.1	Probable_Truth	LEFT	LEFT	1	1127.694799999972	47	2020-02-17 11:16:06.674440
93	Self	S200217	0.8333333333333334	2	1	2	1	0.6	1000.000002	1433.3333362	2350.0000047	2066.6666708	Minor	Wrong_doings	20	You have held the door open for a stranger	C2_24	0.95	Easy	I1_36	36	The Seine river is 50 feet above sea level	0.0	No	RIGHT	265.8998000001702	RIGHT	239.49679999986984	LEFT	3336.453299999903	RIGHT	1631.2007000001358	13.299999999999994	0.6	Probable_Truth	LEFT	LEFT	1	622.4167999998826	48	2020-02-17 11:31:03.496712
50	Self	S200217	0.5	1	2	1	2	0.2	1150.0000023	1350.0000027	2500.000005	1933.3333372	Minor	Good_deeds	14	You have followed instructions	C2_47	0.0	Hard	I1_24	35	Lehman Brothers went bankrupt on 20th September	0.0	No	RIGHT	200.91869999987463	RIGHT	228.31260000020848	RIGHT	1943.195399999695	RIGHT	1116.4186000000882	13.499999999999991	0.2	Probable_Truth	LEFT	RIGHT	4	1469.4527999999991	49	2020-02-17 11:31:27.961830
130	Computer	S200217	0.8333333333333334	1	2	1	2	0.5	1216.6666691	1066.6666688	1933.3333372	1933.3333372	Minor	Wrong_doings	57	You have told someone's secret to others	C1_16	0.0	Hard	I2_55	26	Pyramid of Giza is 468 feet tall	0.777777777777778	No	LEFT	64.86410000024989	LEFT	710.2789999999004	RIGHT	1063.4430999998583	LEFT	2169.3248000001404	13.499999999999991	0.5	Probable_Lie	RIGHT	RIGHT	1	690.5668593651335	50	2020-02-17 11:31:51.377741
123	Computer	S200217	0.6666666666666666	2	1	1	2	0.2	1150.0000023	1150.0000023	2066.6666708	2350.0000047	Minor	Wrong_doings	4	You have said thank you when you have received help	C2_18	0.9	Easy	I1_28	28	French is Singapore's official language	0.0	No	LEFT	706.624599999941	RIGHT	175.38349999995262	LEFT	927.6396999998724	RIGHT	1467.1845000002577	13.499999999999991	0.2	Probable_Truth	LEFT	LEFT	1	776.8098015443841	51	2020-02-17 11:32:14.728191
81	Self	S200217	0.8333333333333334	1	2	1	2	0.3	1350.0000027	1000.000002	2350.0000047	2066.6666708	Minor	Wrong_doings	29	You have queued to enter the MRT train	C2_29	0.2	Easy	I2_59	40	It is night time now	0.666666666666667	Yes	RIGHT	208.0568999999741	RIGHT	250.17160000015792	LEFT	1080.6099000001268	RIGHT	1814.1623999999863	13.799999999999994	0.3	Probable_Truth	LEFT	LEFT	1	408.7835999998788	52	2020-02-17 11:32:37.833828
137	Computer	S200217	0.8333333333333334	2	1	1	2	0.7	1283.3333359	1350.0000027	2500.000005	1783.3333369	Major	Wrong_doings	16	You have cursed at your loved ones	C2_46	0.0	Hard	I1_21	52	Some owl species hunt fish	0.0	Yes	LEFT	1148.3318999999028	LEFT	111.45750000014232	RIGHT	1736.4510000002156	LEFT	2691.4004000000205	13.799999999999994	0.7	Probable_Lie	LEFT	LEFT	6	993.5900521099156	53	2020-02-17 11:33:04.008815
