index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
124	Computer	S200302	0.6666666666666666	2	1	2	1	0.4	1150.0000023	1433.3333362	2066.6666708	1783.3333369	Major	Good_deeds	48	You have said sorry when you were rude	C2_48	0.25	Hard	I2_12	12	China is a part of Asia	0.666666666666667	Yes	RIGHT	944.061300000044	RIGHT	521.020099999987	RIGHT	1591.2660999999844	RIGHT	1611.9130999999245	11.4	0.4	Probable_Lie	RIGHT	LEFT	5	899.2061776934233	10	2020-03-02 13:41:11.458146
17	Self	S200302	0.6666666666666666	1	2	1	2	0.7	1216.6666691	1433.3333362	1783.3333369	2350.0000047	Major	Good_deeds	48	You have cursed at others	C2_6	1.0	Easy	I1_8	12	Chickens lay eggs	0.666666666666667	Yes	RIGHT	487.9845000000387	RIGHT	555.200799999966	RIGHT	1949.223699999948	RIGHT	1209.264800000028	12.1	0.7	Probable_Truth	RIGHT	RIGHT	5	1202.244900000096	11	2020-03-02 13:41:36.210449
119	Computer	S200302	0.6666666666666666	1	2	2	1	0.3	1216.6666691	1066.6666688	1500.000003	1500.000003	Minor	Wrong_doings	38	You have lied to your parents	C2_45	0.0	Easy	I1_38	2	Pyramid of Giza is 468 feet tall	0.0	Yes	RIGHT	399.6973999999227	RIGHT	791.080500000021	LEFT	1496.3392000000797	RIGHT	2422.5377999999864	12.4	0.3	Probable_Lie	LEFT	LEFT	6	723.6460070828746	12	2020-03-02 13:41:59.890364
20	Self	S200302	0.6666666666666666	1	2	2	1	0.6	1150.0000023	1066.6666688	1933.3333372	2066.6666708	Major	Good_deeds	33	You have taken part in burglary	C2_33	0.15	Hard	I1_12	6	Beer is an alcoholic drink	0.0	No	RIGHT	473.301900000024	RIGHT	539.725800000042	LEFT	1111.4553999999544	RIGHT	2639.8552000000564	13.0	0.6	Probable_Lie	LEFT	LEFT	3	522.1918999999389	13	2020-03-02 13:42:23.962624
129	Computer	S200302	0.8333333333333334	1	2	1	2	0.6	1216.6666691	1350.0000027	1650.0000033	2350.0000047	Major	Good_deeds	11	You have donated blood every 6 months for many years	C1_37	0.0	Easy	I2_28	33	The hyoid bone is the only jointless bone	1.0	Yes	RIGHT	344.05359999993834	RIGHT	599.4349999999713	RIGHT	2235.7200999999804	LEFT	4128.494899999964	13.6	0.6	Probable_Lie	LEFT	RIGHT	1	715.2241841209712	14	2020-03-02 13:42:51.123997
134	Computer	S200302	0.8333333333333334	1	2	2	1	0.7	1500.000003	1283.3333359	1500.000003	2500.000005	Major	Wrong_doings	12	You have sold illegal drugs	C1_11	0.05	Easy	I2_5	28	Arabi is the oldest surviving breed of horse	0.888888888888889	Yes	RIGHT	319.3267999999989	RIGHT	662.3256999999967	LEFT	1351.7593999999915	RIGHT	2119.013599999903	14.3	0.7	Probable_Lie	LEFT	LEFT	5	918.9902786977176	15	2020-03-02 13:43:15.842327
117	Computer	S200302	0.6666666666666666	1	2	2	1	0.5	1150.0000023	1216.6666691	1783.3333369	1650.0000033	Minor	Good_deeds	45	You have lost everything just to help others	C1_38	0.0	Easy	I1_53	53	Milwaukee Art Museum is located in California	0.722222222222222	No	RIGHT	527.5914000000057	RIGHT	896.4509000001044	LEFT	2533.9391999999634	RIGHT	2985.6690999999955	14.8	0.5	Probable_Lie	RIGHT	LEFT	6	758.0043528411253	16	2020-03-02 13:43:41.907463
126	Computer	S200302	0.6666666666666666	2	1	2	1	0.5	1433.3333362	1150.0000023	2500.000005	1933.3333372	Major	Good_deeds	43	You have drunk alcohol when you were underage	C2_8	0.95	Easy	I1_36	46	Airbags in cars are filled with sodium azide	0.0	Yes	RIGHT	495.11580000000777	RIGHT	296.6853000000356	LEFT	1773.617299999955	RIGHT	2387.2892999999067	15.3	0.5	Probable_Lie	RIGHT	LEFT	4	672.2222857883434	17	2020-03-02 13:44:07.114078
16	Self	S200302	0.6666666666666666	1	2	1	2	0.3	1283.3333359	1500.000003	2350.0000047	1933.3333372	Minor	Good_deeds	1	You have kidnapped someone	C1_28	0.85	Hard	I2_6	8	There are 30 hours in a day	0.0	Yes	RIGHT	504.2239999999083	RIGHT	483.7138000000323	LEFT	1076.943300000039	LEFT	1102.0101000000295	15.6	0.3	Probable_Lie	LEFT	LEFT	3	1235.5019000000311	18	2020-03-02 13:44:31.154803
127	Computer	S200302	0.6666666666666666	2	1	2	1	0.2	1283.3333359	1066.6666688	2216.6666711000003	1500.000003	Major	Good_deeds	30	You have watched a pirated movie	C2_19	0.55	Easy	I2_30	36	Dutch is the 6th Europe's most widely spoken language	0.166666666666667	No	RIGHT	1333.3092000000306	RIGHT	1080.20010000007	LEFT	2983.2238999999845	Time_Max_Exceeded	5000.142700000083	15.8	0.2	Probable_Lie	LEFT	LEFT	5	878.9210724270011	19	2020-03-02 13:45:01.066360
122	Computer	S200302	0.6666666666666666	2	1	1	2	0.6	1216.6666691	1216.6666691	1933.3333372	2500.000005	Minor	Wrong_doings	39	You have blackmailed others for money	C1_6	0.0	Hard	I1_23	16	The Moon orbits around the Earth	0.833333333333333	Yes	LEFT	756.5296999999873	LEFT	1359.629400000017	LEFT	1990.375399999948	RIGHT	1663.5307999999895	15.8	0.6	Probable_Lie	RIGHT	LEFT	6	529.3930496012156	20	2020-03-02 13:45:26.802826
36	Self	S200302	0.8333333333333334	1	2	2	1	0.5	1216.6666691	1000.000002	2216.6666711000003	2500.000005	Minor	Good_deeds	37	You have pretended to be busy to avoid a social situation	C2_24	1.0	Hard	I1_54	54	There are 10 continents in the World	0.944444444444444	Yes	RIGHT	335.3366000000051	RIGHT	639.6991000000298	LEFT	1904.070000000047	LEFT	2486.8602999999894	16.299999999999997	0.5	Probable_Truth	LEFT	LEFT	1	695.2886999999919	21	2020-03-02 13:45:52.372862
73	Self	S200302	0.6666666666666666	2	1	1	2	0.5	1150.0000023	1350.0000027	2216.6666711000003	2216.6666711000003	Minor	Good_deeds	17	You have started a hotline for victims of bully	C2_39	0.0	Easy	I1_50	9	The sun rises at night	0.0	Yes	RIGHT	665.0018000000273	RIGHT	481.0311999999613	LEFT	1847.7709000000004	LEFT	1576.171600000066	16.799999999999997	0.5	Probable_Lie	RIGHT	RIGHT	2	960.5294000000412	22	2020-03-02 13:46:17.410180
43	Self	S200302	0.8333333333333334	2	1	1	2	0.1	1150.0000023	1216.6666691	1650.0000033	1500.000003	Major	Wrong_doings	37	You have held the door open for a stranger	C1_22	0.5	Hard	I1_41	13	A triangle has three sides	0.888888888888889	Yes	RIGHT	1086.1970999999355	LEFT	857.0704999999634	RIGHT	1102.3919000000433	RIGHT	926.2779000000592	16.699999999999996	0.1	Probable_Lie	RIGHT	RIGHT	1	1202.9722999999422	23	2020-03-02 13:46:40.674752
110	Computer	S200302	0.5	2	1	2	1	0.7	1216.6666691	1150.0000023	1650.0000033	1650.0000033	Minor	Wrong_doings	42	You have thrown your trash into the bin	C2_31	1.0	Easy	I2_8	34	Saturn's rings are between 30 and 300 feet thick	0.0	No	RIGHT	906.2562000001436	RIGHT	511.5439000001061	RIGHT	1047.907099999975	RIGHT	2110.2598999998463	17.399999999999995	0.7	Probable_Lie	LEFT	RIGHT	3	968.6847999619092	24	2020-03-02 13:47:04.458438
44	Self	S200302	0.8333333333333334	2	1	2	1	0.3	1283.3333359	1066.6666688	2500.000005	1650.0000033	Minor	Good_deeds	28	You have fabricated facts about yourself	C2_46	0.85	Easy	I1_39	41	Summer is hotter than winter	0.0	Yes	RIGHT	612.874500000089	RIGHT	400.1607000000149	LEFT	1447.393099999999	RIGHT	2976.0125999998763	17.699999999999996	0.3	Probable_Truth	RIGHT	RIGHT	6	716.1912999999913	25	2020-03-02 13:47:29.682116
57	Self	S200302	0.5	2	1	1	2	0.8	1283.3333359	1500.000003	1783.3333369	1783.3333369	Minor	Good_deeds	1	You have used heroin	C2_7	0.05	Easy	I1_21	31	Last day of the year is 30th December	0.944444444444444	No	RIGHT	642.0160000000124	RIGHT	382.5161999998272	LEFT	1290.9695999999258	LEFT	2007.5217999999493	18.5	0.8	Probable_Lie	RIGHT	RIGHT	2	1051.3929999999618	26	2020-03-02 13:47:53.978490
5	Self	S200302	0.5	1	2	2	1	0.4	1216.6666691	1000.000002	1650.0000033	1933.3333372	Major	Wrong_doings	47	You have borrowed things and never returned	C1_34	0.05	Easy	I1_57	54	Teddy Roosevelt was the youngest US President	0.0	No	RIGHT	415.6593000000157	RIGHT	477.2361999998793	LEFT	1375.4186999999547	RIGHT	3537.577199999987	18.899999999999995	0.4	Probable_Truth	LEFT	RIGHT	5	842.1731000000818	27	2020-03-02 13:48:19.002532
86	Self	S200302	0.8333333333333334	1	2	2	1	0.2	1150.0000023	1066.6666688	1783.3333369	1650.0000033	Major	Wrong_doings	52	You have eaten something in the MRT train	C2_27	0.85	Hard	I1_5	25	Cernan was the second last man to walk on the Moon	0.0	No	RIGHT	472.2355000001244	RIGHT	530.3522000001522	LEFT	2263.4276000001137	LEFT	3839.451299999837	19.099999999999994	0.2	Probable_Truth	RIGHT	RIGHT	5	817.3874000001433	28	2020-03-02 13:48:45.148993
136	Computer	S200302	0.8333333333333334	2	1	1	2	0.1	1283.3333359	1433.3333362	1650.0000033	1500.000003	Minor	Wrong_doings	23	You have rescued others from a catastrophe	C1_43	0.85	Hard	I2_60	36	"Statue of Liberty is 151 feet tall"	0.0	Yes	LEFT	834.8660999999993	LEFT	743.5452999998233	RIGHT	2293.0417000000034	RIGHT	1990.9245999999712	19.099999999999994	0.1	Probable_Lie	LEFT	RIGHT	1	728.7573441448048	29	2020-03-02 13:49:10.178365
116	Computer	S200302	0.6666666666666666	1	2	2	1	0.1	1433.3333362	1283.3333359	2500.000005	1933.3333372	Major	Good_deeds	33	You have taken part in burglary	C2_33	0.15	Hard	I1_12	6	Beer is an alcoholic drink	0.0	No	LEFT	616.3836999999148	LEFT	907.5159999999868	LEFT	1143.672899999956	RIGHT	1093.6335999999756	19.099999999999994	0.1	Probable_Lie	LEFT	LEFT	5	781.5429694925135	30	2020-03-02 13:49:34.442279
11	Self	S200302	0.5	2	1	1	2	0.8	1283.3333359	1500.000003	1650.0000033	1650.0000033	Minor	Good_deeds	31	You have risked your life to save another person's life	C2_23	0.0	Easy	I1_40	2	Polish is 20th most spoken language in the World	0.833333333333333	Yes	RIGHT	543.7440000000606	RIGHT	711.169800000107	RIGHT	1184.4430000001012	RIGHT	1647.4682000000485	19.899999999999995	0.8	Probable_Truth	RIGHT	RIGHT	4	843.0444000000534	31	2020-03-02 13:49:58.026422
70	Self	S200302	0.6666666666666666	1	2	2	1	0.3	1000.000002	1500.000003	2216.6666711000003	1933.3333372	Major	Wrong_doings	35	You have been physically hurt to protect others	C1_42	0.95	Hard	I2_40	37	Penguin can fly with their wings	0.833333333333333	No	RIGHT	272.2360000000208	RIGHT	399.5531999999002	RIGHT	1528.0291999999918	LEFT	1204.3808999999328	20.2	0.3	Probable_Truth	RIGHT	RIGHT	5	839.7472999999991	32	2020-03-02 13:50:21.490516
95	Self	S200302	0.8333333333333334	2	1	2	1	0.1	1216.6666691	1000.000002	1783.3333369	1783.3333369	Minor	Wrong_doings	3	You have stopped using plastics completely	C2_40	0.0	Easy	I2_59	28	Septicemia is a lung infection condition	1.0	No	RIGHT	681.8011000000297	RIGHT	608.6422000000766	LEFT	2176.3266999998905	RIGHT	1755.133399999977	20.3	0.1	Probable_Truth	LEFT	LEFT	1	1086.0949000000346	33	2020-03-02 13:50:46.154684
64	Self	S200302	0.6666666666666666	1	2	1	2	0.8	1350.0000027	1350.0000027	2350.0000047	2350.0000047	Major	Wrong_doings	5	You have illegally stayed in a country	C1_20	0.45	Easy	I1_24	45	Singapore ranked 8th in World's smallest countries	0.0555555555555556	Yes	RIGHT	591.4460000001327	RIGHT	699.4092999998429	LEFT	1265.4449999999997	RIGHT	2438.900399999966	21.1	0.8	Probable_Truth	RIGHT	RIGHT	4	812.4414999999772	34	2020-03-02 13:51:11.938437
130	Computer	S200302	0.8333333333333334	1	2	1	2	0.5	1000.000002	1000.000002	2216.6666711000003	1500.000003	Minor	Wrong_doings	50	You have adopted a zero-waste lifestyle	C2_50	0.0	Hard	I1_27	15	Nanyang Technological University is in Australia	0.111111111111111	No	RIGHT	351.42480000013165	RIGHT	368.3519999999589	RIGHT	3117.085999999972	LEFT	1423.3303000000888	21.6	0.5	Probable_Truth	RIGHT	LEFT	1	735.4912965646778	35	2020-03-02 13:51:36.219010
6	Self	S200302	0.5	1	2	2	1	0.6	1433.3333362	1433.3333362	2216.6666711000003	2066.6666708	Minor	Good_deeds	57	You have engaged in money laundering	C1_27	0.65	Hard	I2_54	4	Singapore is in Africa	0.0	Yes	RIGHT	735.9001000002081	RIGHT	496.0501000000477	LEFT	1079.381499999954	LEFT	1289.708300000029	22.2	0.6	Probable_Lie	RIGHT	RIGHT	1	981.3217999999324	36	2020-03-02 13:52:00.523194
58	Self	S200302	0.5	2	1	1	2	0.6	1500.000003	1000.000002	1933.3333372	1500.000003	Minor	Wrong_doings	7	You have engaged in underage smoking	C2_58	0.95	Easy	I1_17	17	Fibers in oranges can be used to make fabric	0.888888888888889	No	RIGHT	579.9326999999721	RIGHT	328.781299999946	LEFT	1038.5519999999815	RIGHT	1382.944899999984	22.8	0.6	Probable_Truth	LEFT	RIGHT	4	1366.1176000000523	37	2020-03-02 13:52:23.722184
84	Self	S200302	0.8333333333333334	1	2	2	1	0.5	1216.6666691	1150.0000023	1933.3333372	2066.6666708	Minor	Good_deeds	45	You have told someone's secret to others	C2_52	0.85	Hard	I2_25	5	A square has 3 corners	0.833333333333333	Yes	RIGHT	320.523699999967	RIGHT	324.5130000000245	LEFT	1695.864100000108	LEFT	1365.2902000001177	23.3	0.5	Probable_Truth	LEFT	LEFT	1	439.989100000048	38	2020-03-02 13:52:46.810679
9	Self	S200302	0.5	2	1	1	2	0.2	1066.6666688	1433.3333362	1933.3333372	1783.3333369	Minor	Wrong_doings	33	You have let a homeless man into your house	C1_17	0.65	Hard	I1_1	44	Feijoa is a type of grape	0.888888888888889	No	RIGHT	516.7845999999372	RIGHT	288.546100000076	RIGHT	2115.851700000121	RIGHT	1864.286199999924	23.5	0.2	Probable_Truth	RIGHT	RIGHT	4	830.0331000000369	39	2020-03-02 13:53:11.210362
131	Computer	S200302	0.8333333333333334	1	2	1	2	0.3	1150.0000023	1433.3333362	2066.6666708	2216.6666711000003	Major	Good_deeds	11	You have cheated on a test	C1_40	0.65	Hard	I2_41	5	The current century is 21st	0.0	No	LEFT	1055.6128000000626	LEFT	1148.8030000000435	LEFT	1168.9744999998766	RIGHT	1312.09889999991	23.5	0.3	Probable_Lie	LEFT	RIGHT	1	968.4056932258218	40	2020-03-02 13:53:36.298336
15	Self	S200302	0.5	2	1	2	1	0.6	1000.000002	1000.000002	2216.6666711000003	2500.000005	Minor	Wrong_doings	14	You have bribed someone to improve a grade	C2_18	1.0	Hard	I1_44	13	It is night time now	0.0	No	RIGHT	560.0303999999596	RIGHT	358.5986000000503	LEFT	3023.104599999897	LEFT	2098.0813000001035	24.1	0.6	Probable_Lie	LEFT	LEFT	6	1047.0333000000664	41	2020-03-02 13:54:02.682783
48	Self	S200302	0.5	1	2	1	2	0.1	1216.6666691	1216.6666691	2500.000005	2216.6666711000003	Minor	Wrong_doings	15	You have donated a pay cheque to charity	C1_7	0.05	Hard	I2_53	3	Lehman Brothers went bankrupt on 20th September	0.777777777777778	Yes	RIGHT	511.7146000000048	LEFT	941.9081999999436	RIGHT	1416.6353999999046	RIGHT	3224.424999999883	24.0	0.1	Probable_Lie	LEFT	RIGHT	1	934.4785999999204	42	2020-03-02 13:54:29.442031
80	Self	S200302	0.8333333333333334	1	2	1	2	0.3	1350.0000027	1000.000002	1500.000003	1500.000003	Minor	Wrong_doings	54	You have intentionally let others cut in line	C1_4	0.0	Easy	I1_43	55	Mozambique is the world's poorest country	1.0	No	RIGHT	760.1597000000311	RIGHT	685.5232999998861	RIGHT	2796.4070999998967	LEFT	3376.0884000000715	24.3	0.3	Probable_Truth	RIGHT	RIGHT	2	788.3510999999999	43	2020-03-02 13:54:55.770616
19	Self	S200302	0.6666666666666666	1	2	1	2	0.5	1500.000003	1000.000002	2216.6666711000003	1650.0000033	Minor	Wrong_doings	19	You have confessed to your mistake	C1_48	0.0	Easy	I2_22	22	Mexico's National Day is September 16	0.944444444444444	Yes	RIGHT	351.83999999981097	RIGHT	398.505299999897	RIGHT	1197.9369999999108	RIGHT	1431.7872000001444	24.8	0.5	Probable_Truth	RIGHT	RIGHT	6	818.382100000008	44	2020-03-02 13:55:18.914611
97	Computer	S200302	0.5	1	2	1	2	0.5	1150.0000023	1216.6666691	1500.000003	1783.3333369	Minor	Wrong_doings	34	You have deceived a loved one	C1_47	1.0	Hard	I1_26	18	The Amazon forest covers an area of 1 billion acres	0.0	Yes	LEFT	1112.3084000000745	LEFT	931.8918999999825	LEFT	1355.5178999999953	LEFT	1543.2275000000573	24.8	0.5	Probable_Lie	RIGHT	LEFT	4	923.940142002148	45	2020-03-02 13:55:42.994393
105	Computer	S200302	0.5	2	1	1	2	0.8	1066.6666688	1500.000003	1500.000003	2216.6666711000003	Minor	Wrong_doings	33	You have let a homeless man into your house	C1_17	0.65	Hard	I1_1	44	Feijoa is a type of grape	0.888888888888889	No	RIGHT	605.1049000000148	RIGHT	944.4384999999328	RIGHT	1921.8845000000329	RIGHT	814.3420999999762	25.6	0.8	Probable_Truth	LEFT	LEFT	3	680.4364905784348	46	2020-03-02 13:56:06.818198
128	Computer	S200302	0.8333333333333334	1	2	1	2	0.4	1066.6666688	1066.6666688	1783.3333369	1650.0000033	Minor	Wrong_doings	24	You have bribed a police officer	C2_59	0.95	Hard	I1_15	41	It takes 112 years to build the Pisa Tower	0.0	No	RIGHT	568.9488000000438	RIGHT	609.8987000000307	LEFT	1013.4325999999874	RIGHT	2807.5992999999926	26.0	0.4	Probable_Truth	LEFT	LEFT	1	940.9721233933008	47	2020-03-02 13:56:30.890603
45	Self	S200302	0.8333333333333334	2	1	2	1	0.7	1066.6666688	1500.000003	1500.000003	2216.6666711000003	Minor	Wrong_doings	59	You have engaged in drink-driving	C2_37	0.95	Easy	I2_1	1	The Franco-Prussian War occurred in the 19th century	0.611111111111111	No	RIGHT	323.2317999998031	RIGHT	257.1550000000116	LEFT	1712.1879999999692	RIGHT	2738.4537000000364	26.7	0.7	Probable_Truth	LEFT	LEFT	1	602.0819000000301	48	2020-03-02 13:57:57.282585
121	Computer	S200302	0.6666666666666666	2	1	1	2	0.1	1000.000002	1283.3333359	1783.3333369	1650.0000033	Minor	Wrong_doings	57	You have a non-judgmental attitude towards everyone	C2_43	0.0	Hard	I2_16	23	Afghan Hound is the first cloned cat	0.833333333333333	No	LEFT	569.7266000001946	LEFT	1184.239499999876	RIGHT	1862.7596000001176	LEFT	2255.605599999853	26.7	0.1	Probable_Lie	LEFT	LEFT	6	855.8274434738804	49	2020-03-02 13:58:22.289735
85	Self	S200302	0.8333333333333334	1	2	2	1	0.7	1500.000003	1350.0000027	2500.000005	2500.000005	Minor	Wrong_doings	24	You have bought cigarettes for a minor	C2_54	0.05	Easy	I2_3	11	Beef comes from cows	0.833333333333333	No	RIGHT	287.3042000001078	RIGHT	389.05179999983375	LEFT	1015.8438999999362	RIGHT	1270.33449999999	27.4	0.7	Probable_Lie	RIGHT	RIGHT	1	852.6883999998063	50	2020-03-02 13:58:46.530657
94	Self	S200302	0.8333333333333334	2	1	2	1	0.7	1283.3333359	1150.0000023	1650.0000033	2350.0000047	Minor	Good_deeds	49	You have stopped using products tested on animals	C2_9	0.05	Hard	I1_10	4	There are 6000 spoken languages in the World	0.0555555555555556	No	RIGHT	798.3801000000312	RIGHT	367.82560000006015	LEFT	3943.3857999999873	RIGHT	3129.791899999873	28.1	0.7	Probable_Truth	LEFT	LEFT	1	915.5451999999968	51	2020-03-02 13:59:14.698419
99	Computer	S200302	0.5	1	2	1	2	0.8	1000.000002	1283.3333359	1783.3333369	1500.000003	Major	Good_deeds	53	You have signed up as a bone marrow donor	C2_57	0.8	Easy	I1_52	57	Vegetarians can eat vegetable products	0.833333333333333	Yes	RIGHT	296.5443000000505	RIGHT	447.4867999999788	RIGHT	2462.391499999967	RIGHT	2351.9346000000496	28.9	0.8	Probable_Lie	RIGHT	RIGHT	2	953.0672009065734	52	2020-03-02 13:59:39.338085
102	Computer	S200302	0.5	1	2	2	1	0.2	1500.000003	1433.3333362	2066.6666708	2066.6666708	Minor	Good_deeds	57	You have engaged in money laundering	C1_27	0.65	Hard	I2_54	4	Singapore is in Africa	0.0	Yes	RIGHT	393.1743000000552	RIGHT	508.97519999989527	LEFT	840.5169999998634	LEFT	2127.0094999999856	29.1	0.2	Probable_Truth	RIGHT	LEFT	1	876.9860806618024	53	2020-03-02 14:00:03.722461
55	Self	S200302	0.5	1	2	2	1	0.8	1066.6666688	1066.6666688	1933.3333372	1783.3333369	Minor	Good_deeds	46	You have cheated on a national exam	C1_31	0.75	Easy	I2_35	47	The first Olympic Games was held in the 5th century B.C	0.0555555555555556	Yes	RIGHT	311.721499999976	RIGHT	321.83310000004894	LEFT	49.81360000010682	Time_Max_Exceeded	5000.300000000152	29.9	0.8	Probable_Lie	LEFT	RIGHT	1	1017.3302999999124	54	2020-03-02 14:00:28.850773
