index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
76	Self	S200205	0.6666666666666666	2	1	2	1	0.4	1283.3333359	1150.0000023	2216.6666711000003	1650.0000033	Major	Wrong_doings	3	You have sold illegal drugs	C1_30	0.05	Hard	I1_6	6	Pyramid of Giza is 468 feet tall	0.0555555555555556	Yes	RIGHT	1064.338599999985	LEFT	743.2446999999911	LEFT	4112.211299999955	LEFT	1022.803300000021	9.6	0.4	Probable_Lie	LEFT	LEFT	6	980.8155000000056	0	2020-02-05 11:46:57.964074
66	Self	S200205	0.6666666666666666	1	2	1	2	0.8	1350.0000027	1216.6666691	2500.000005	1500.000003	Major	Wrong_doings	47	You have taken part in burglary	C2_24	0.0	Hard	I2_24	40	Some owl species hunt fish	0.0555555555555556	Yes	RIGHT	679.9048000000312	LEFT	1053.39170000002	LEFT	2168.0999999999813	LEFT	1205.5596999999807	8.799999999999999	0.8	Probable_Lie	LEFT	LEFT	6	1016.7339000000196	1	2020-02-05 11:47:23.236478
8	Self	S200205	0.5	2	1	1	2	0.4	1216.6666691	1066.6666688	1933.3333372	1933.3333372	Major	Good_deeds	45	You have donated blood every 6 months for many years	C2_34	1.0	Easy	I1_10	44	There are 20 bones in the human skull	0.0	Yes	RIGHT	1507.5299999999745	LEFT	377.1839999999429	RIGHT	3655.91459999996	RIGHT	2387.67699999994	8.399999999999999	0.4	Probable_Lie	LEFT	LEFT	6	1626.1722000000418	2	2020-02-05 11:47:51.522779
100	Computer	S200205	0.5	1	2	2	1	0.2	1350.0000027	1150.0000023	2216.6666711000003	2216.6666711000003	Minor	Good_deeds	16	You have helped with household chores	C2_36	0.25	Hard	I1_42	8	Africa is the continent with the least rainfall	0.0	No	LEFT	984.7511000000396	LEFT	2458.0409000000145	LEFT	4719.0094000000045	RIGHT	1608.2048000000668	8.399999999999999	0.2	Probable_Lie	RIGHT	RIGHT	1	946.86220663004	3	2020-02-05 11:48:21.746861
51	Self	S200205	0.5	1	2	1	2	0.5	1216.6666691	1350.0000027	1650.0000033	1933.3333372	Major	Good_deeds	48	You have followed instructions	C2_47	0.2	Hard	I2_28	28	December is the last month of the year	0.0	No	RIGHT	568.9699000000701	LEFT	990.723100000082	RIGHT	807.8699000000142	RIGHT	1363.9224000000922	7.899999999999999	0.5	Probable_Lie	RIGHT	RIGHT	2	1020.8909000000403	4	2020-02-05 11:48:45.234796
101	Computer	S200205	0.5	1	2	2	1	0.1	1433.3333362	1500.000003	1933.3333372	1500.000003	Minor	Wrong_doings	57	You have claimed doing things that you never did	C2_57	0.7	Easy	I1_44	36	A dog has four legs	0.611111111111111	Yes	LEFT	568.7847000000374	LEFT	1031.70369999998	RIGHT	1094.3828000000622	LEFT	1983.6096000000225	7.899999999999999	0.1	Probable_Lie	RIGHT	LEFT	5	586.4208588812975	5	2020-02-05 11:49:09.428583
53	Self	S200205	0.5	1	2	2	1	0.1	1350.0000027	1433.3333362	1783.3333369	1650.0000033	Minor	Good_deeds	9	You have said thank you when you have received help	C1_27	0.0	Easy	I1_13	49	The Franco-Prussian War occurred in the 19th century	0.611111111111111	Yes	RIGHT	840.7201999999643	LEFT	1135.9873000000107	LEFT	2686.5309999999454	RIGHT	1214.3992999999682	7.799999999999999	0.1	Probable_Lie	RIGHT	RIGHT	3	1250.4076999999825	6	2020-02-05 11:49:35.348360
46	Self	S200205	0.8333333333333334	2	1	2	1	0.5	1150.0000023	1500.000003	2066.6666708	1650.0000033	Major	Good_deeds	22	You have bribed someone to improve a grade	C1_33	0.0	Hard	I1_35	25	It is night time now	0.166666666666667	No	RIGHT	1093.0651999999554	LEFT	663.7541000000056	LEFT	1199.2645000000266	LEFT	1798.62270000001	7.299999999999999	0.5	Probable_Lie	RIGHT	RIGHT	1	814.2422000000806	7	2020-02-05 11:49:59.860408
63	Self	S200205	0.5	2	1	2	1	0.3	1283.3333359	1216.6666691	2216.6666711000003	2500.000005	Minor	Good_deeds	50	You have stopped using products tested on animals	C1_38	0.1	Easy	I2_52	27	It takes 500 days to travel from Earth to Mars	0.722222222222222	No	RIGHT	1079.3877999999495	LEFT	384.4575000000532	RIGHT	3013.0329999999503	RIGHT	1910.7480000000123	6.999999999999999	0.3	Probable_Lie	LEFT	LEFT	6	1525.60840000001	8	2020-02-05 11:50:27.563333
90	Self	S200205	0.8333333333333334	2	1	1	2	0.1	1283.3333359	1150.0000023	1500.000003	1500.000003	Major	Good_deeds	11	You have donated a pay cheque to charity	C1_29	0.05	Easy	I2_11	11	There is typically 0.6 grams of mercury in glass thermometer	0.0	No	RIGHT	757.7764999999772	RIGHT	512.319199999979	RIGHT	2431.4404000000422	RIGHT	966.889300000048	7.099999999999999	0.1	Probable_Truth	LEFT	LEFT	1	745.3625000000557	9	2020-02-05 11:50:50.980569
59	Self	S200205	0.5	2	1	1	2	0.1	1066.6666688	1000.000002	1500.000003	1650.0000033	Major	Wrong_doings	39	You have shown your appreciation to your teachers	C1_19	0.0	Hard	I2_12	14	Vegetarians can eat vegetable products	0.111111111111111	No	RIGHT	603.2500000000027	RIGHT	327.6369000000159	RIGHT	1728.472399999987	RIGHT	982.6199999999972	7.199999999999998	0.1	Probable_Truth	RIGHT	RIGHT	4	799.3963999999778	10	2020-02-05 11:51:13.211578
29	Self	S200205	0.6666666666666666	2	1	2	1	0.2	1500.000003	1500.000003	1783.3333369	1783.3333369	Major	Wrong_doings	59	You have watched an M18 movie when you were underage	C2_46	0.45	Easy	I1_11	31	A square has 3 corners	0.0555555555555556	Yes	RIGHT	1099.0728000000445	RIGHT	438.8991999999234	LEFT	2385.694599999965	RIGHT	1110.4439999999158	7.399999999999999	0.2	Probable_Truth	RIGHT	RIGHT	4	719.556599999919	11	2020-02-05 11:51:38.108579
22	Self	S200205	0.6666666666666666	1	2	2	1	0.3	1066.6666688	1283.3333359	2066.6666708	1650.0000033	Major	Good_deeds	58	You have been donating all your excess food to a food bank	C2_60	0.85	Easy	I1_60	23	It sometimes snows in Singapore	0.0555555555555556	Yes	RIGHT	1072.6814999999306	LEFT	895.7116000000269	LEFT	999.2679000000636	RIGHT	1182.7376000001095	7.099999999999999	0.3	Probable_Lie	LEFT	LEFT	5	826.059999999984	12	2020-02-05 11:52:01.723543
105	Computer	S200205	0.5	2	1	1	2	0.5	1433.3333362	1066.6666688	2216.6666711000003	1933.3333372	Minor	Good_deeds	37	You have offered a listening ear to a friend	C2_40	0.0	Hard	I1_21	43	The hardest bone in human body is the jawbone	0.0	No	LEFT	1217.725499999915	LEFT	887.9796999999598	LEFT	3240.523199999984	RIGHT	1100.3061999999773	7.099999999999999	0.5	Probable_Lie	RIGHT	LEFT	6	852.7351654097371	13	2020-02-05 11:52:28.235417
35	Self	S200205	0.8333333333333334	1	2	1	2	0.3	1500.000003	1500.000003	2216.6666711000003	2500.000005	Major	Good_deeds	3	You have made someone cry	C1_20	0.5	Easy	I1_41	15	Summer is hotter than winter	0.0	No	RIGHT	407.4480000000449	RIGHT	905.31210000006	RIGHT	1199.32510000001	LEFT	1173.8772999999585	7.399999999999999	0.3	Probable_Truth	LEFT	LEFT	1	863.1212000000232	14	2020-02-05 11:52:53.075122
106	Computer	S200205	0.5	2	1	1	2	0.3	1350.0000027	1350.0000027	1650.0000033	1500.000003	Major	Wrong_doings	9	You have taken months off to volunteer	C2_9	0.05	Hard	I1_50	10	A caterpillar has more muscle than a human	0.722222222222222	Yes	LEFT	936.6730000000416	RIGHT	265.3318999999783	LEFT	1391.6226000000051	RIGHT	1316.6392000000542	7.399999999999999	0.3	Probable_Truth	LEFT	LEFT	2	982.9560455696892	15	2020-02-05 11:53:16.388261
96	Computer	S200205	0.5	1	2	1	2	0.3	1216.6666691	1350.0000027	2066.6666708	1650.0000033	Major	Wrong_doings	49	You have a non-judgmental attitude towards everyone	C1_23	1.0	Easy	I2_1	12	It is 20th Century now	0.722222222222222	Yes	LEFT	832.5863999999683	RIGHT	560.3611999999885	LEFT	966.903000000002	RIGHT	1926.324300000033	7.399999999999999	0.3	Probable_Truth	LEFT	RIGHT	6	908.397852506884	16	2020-02-05 11:53:40.428381
140	Computer	S200205	0.8333333333333334	2	1	2	1	0.7	1283.3333359	1433.3333362	1783.3333369	2350.0000047	Minor	Good_deeds	8	You have let a homeless man into your house	C1_17	0.0	Easy	I1_23	23	Kangaroos live in Africa	0.0	Yes	LEFT	1774.744499999997	RIGHT	1119.8124999999663	LEFT	1291.298799999936	RIGHT	814.2560000000003	7.399999999999999	0.7	Probable_Truth	RIGHT	LEFT	1	635.1166042787311	17	2020-02-05 11:54:05.484413
107	Computer	S200205	0.5	2	1	1	2	0.1	1000.000002	1150.0000023	1500.000003	2350.0000047	Major	Good_deeds	40	You have failed to keep promises	C1_45	0.0	Hard	I2_27	27	R. Amundsen discovered the South Pole	0.0	No	LEFT	964.2741999999772	LEFT	793.5572999999749	RIGHT	2647.874799999954	LEFT	1266.7885000000751	7.399999999999999	0.1	Probable_Lie	RIGHT	RIGHT	3	610.1533264769816	18	2020-02-05 11:54:30.340022
52	Self	S200205	0.5	1	2	2	1	0.2	1150.0000023	1000.000002	2350.0000047	2066.6666708	Minor	Wrong_doings	18	You have participated in a scamming business	C2_33	1.0	Hard	I1_52	13	The current century is 21st	0.888888888888889	Yes	RIGHT	304.0995000000066	RIGHT	595.3749000000244	RIGHT	3277.537000000052	LEFT	1510.1324999999406	7.599999999999999	0.2	Probable_Truth	RIGHT	LEFT	1	973.1947000000218	19	2020-02-05 11:54:56.140222
92	Self	S200205	0.8333333333333334	2	1	2	1	0.8	1433.3333362	1216.6666691	1783.3333369	2500.000005	Minor	Good_deeds	29	You have helped a friend in need	C2_53	0.65	Easy	I1_9	18	Hot chocolate was created by the Mayan culture	0.833333333333333	No	RIGHT	538.3011000000124	RIGHT	512.3987000000625	RIGHT	2564.210399999979	RIGHT	1160.0100000000566	8.399999999999999	0.8	Probable_Truth	LEFT	LEFT	1	684.513700000025	20	2020-02-05 11:55:21.109336
126	Computer	S200205	0.6666666666666666	2	1	2	1	0.5	1066.6666688	1216.6666691	1650.0000033	1783.3333369	Major	Good_deeds	60	You have been arrested	C2_26	0.0	Hard	I2_56	47	Mexico's National Day is September 16	0.944444444444444	No	LEFT	718.0722999999034	RIGHT	327.9268000000002	LEFT	1425.6948999999397	LEFT	792.2156999999288	8.399999999999999	0.5	Probable_Truth	RIGHT	RIGHT	4	597.9085215747467	21	2020-02-05 11:55:43.259068
28	Self	S200205	0.6666666666666666	2	1	2	1	0.6	1000.000002	1150.0000023	2066.6666708	1500.000003	Minor	Good_deeds	6	You have kept your promises	C2_23	0.9	Easy	I1_24	24	Penguin can fly with their wings	1.0	No	RIGHT	1119.2418000000544	LEFT	231.13839999996344	LEFT	1671.7028000000482	RIGHT	736.8523000000096	7.799999999999999	0.6	Probable_Lie	LEFT	LEFT	5	659.7093000000314	22	2020-02-05 11:56:05.964880
70	Self	S200205	0.6666666666666666	1	2	2	1	0.2	1150.0000023	1150.0000023	2216.6666711000003	1783.3333369	Minor	Good_deeds	45	You have pretended to be busy to avoid a social situation	C2_29	0.05	Easy	I1_40	26	Saturn's rings are between 30 and 300 feet thick	0.833333333333333	No	RIGHT	16.548900000088906	RIGHT	376.4912000001459	RIGHT	2490.7464000000346	LEFT	1489.0159999999923	7.999999999999999	0.2	Probable_Lie	LEFT	LEFT	3	765.3662999998687	23	2020-02-05 11:56:29.972026
116	Computer	S200205	0.6666666666666666	1	2	2	1	0.2	1216.6666691	1283.3333359	1500.000003	2066.6666708	Minor	Wrong_doings	6	You have taken responsibility for your actions	C1_7	0.1	Hard	I2_5	25	The Earth is round	0.944444444444444	Yes	LEFT	1335.0831999998718	LEFT	740.2279999998882	RIGHT	1709.8253999999995	RIGHT	1295.0371000001724	7.999999999999999	0.2	Probable_Lie	RIGHT	RIGHT	2	683.1040259965844	24	2020-02-05 11:56:54.371959
95	Self	S200205	0.8333333333333334	2	1	2	1	0.4	1500.000003	1350.0000027	2500.000005	1783.3333369	Minor	Wrong_doings	27	You have helped others to pick up their belongings	C2_11	0.05	Hard	I1_38	9	Chickens lay eggs	0.888888888888889	Yes	RIGHT	1389.2034000000422	LEFT	392.30270000007295	RIGHT	929.918300000054	RIGHT	1094.927699999971	7.599999999999999	0.4	Probable_Lie	RIGHT	RIGHT	1	792.7337000000989	25	2020-02-05 11:57:18.676186
117	Computer	S200205	0.6666666666666666	1	2	2	1	0.1	1350.0000027	1500.000003	2066.6666708	2350.0000047	Minor	Wrong_doings	7	You have signed up as a bone marrow donor	C1_5	0.0	Easy	I2_16	5	Earth's atmosphere extends up to 10,000km into space	0.888888888888889	No	LEFT	128.13389999996616	LEFT	859.6153999999387	RIGHT	2388.75280000002	RIGHT	1079.741300000023	7.599999999999999	0.1	Probable_Lie	LEFT	RIGHT	2	591.0321993055198	26	2020-02-05 11:57:43.547900
68	Self	S200205	0.6666666666666666	1	2	2	1	0.4	1500.000003	1350.0000027	1933.3333372	2500.000005	Minor	Good_deeds	12	You have risked your life to save another person's life	C1_12	0.0	Easy	I2_54	24	The first Grammy awards was held in 1959	0.0	No	LEFT	2696.4500999999927	RIGHT	1779.775700000073	RIGHT	2658.169799999996	RIGHT	966.9097999999394	7.599999999999999	0.4	Probable_Lie	RIGHT	RIGHT	2	646.7628999998851	27	2020-02-05 11:58:12.156307
110	Computer	S200205	0.5	2	1	2	1	0.8	1066.6666688	1000.000002	1783.3333369	2500.000005	Major	Wrong_doings	34	You have used heroin	C1_14	1.0	Easy	I2_26	36	Malay is one of the races in Singapore	0.611111111111111	Yes	LEFT	982.170300000007	LEFT	328.87479999999414	RIGHT	990.456600000016	LEFT	1111.4045000001624	7.599999999999999	0.8	Probable_Lie	LEFT	LEFT	4	987.833200689266	28	2020-02-05 11:58:35.470217
