"Participant"	"Task"	"Stimulus_Side"	"Response"	"RT"	"ITI"	"Previous_Response"	"Previous_RT"	"Stop_Signal"	"Stop_Signal_RT"	"Conflict"	"Cue_Response"	"Cue_Response_RT"	"Trial_Onset"	"Trial_End"	"Trial_Order"	"Duration"
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	677.77179999996	1383.3333361	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:35.578342"	"2020-11-20 13:47:36.465551"	1	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	439.256800000067	916.6666685	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:37.401540"	"2020-11-20 13:47:38.047828"	2	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	533.589499999948	1000.000002	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:39.067316"	"2020-11-20 13:47:39.808629"	3	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	434.559700000023	1050.0000021	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:40.878333"	"2020-11-20 13:47:41.521199"	4	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	544.324500000016	733.3333348	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:42.272431"	"2020-11-20 13:47:43.025160"	5	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	613.847699999951	1150.0000023	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:44.195131"	"2020-11-20 13:47:45.015933"	6	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	409.674199999927	900.0000018	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:45.935098"	"2020-11-20 13:47:46.553528"	7	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	383.835100000056	1100.0000022	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:47.673083"	"2020-11-20 13:47:48.265220"	8	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	370.724399999972	1466.6666696	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:49.750117"	"2020-11-20 13:47:50.329133"	9	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	461.876599999982	1350.0000027	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:51.698245"	"2020-11-20 13:47:52.369480"	10	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	421.99549999998	750.0000015	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:53.138233"	"2020-11-20 13:47:53.769185"	11	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	394.988399999988	616.6666679	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:47:54.405846"	"2020-11-20 13:47:55.007855"	12	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	546.034899999995	1300.0000026	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:56.326367"	"2020-11-20 13:47:57.081175"	13	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	548.873300000082	583.3333345	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:57.684226"	"2020-11-20 13:47:58.441373"	14	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	499.488100000008	1416.6666695	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:47:59.877580"	"2020-11-20 13:48:00.585400"	15	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	533.565500000009	1150.0000023	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:01.755165"	"2020-11-20 13:48:02.497321"	16	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	401.722599999971	850.0000017	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:03.367103"	"2020-11-20 13:48:03.976638"	17	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	470.160000000078	550.0000011	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:04.546085"	"2020-11-20 13:48:05.224731"	18	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	405.046699999957	1383.3333361	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:06.627784"	"2020-11-20 13:48:07.241217"	19	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	378.780600000027	833.333335	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:08.093290"	"2020-11-20 13:48:08.679905"	20	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	462.218899999925	1216.6666691	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:09.914388"	"2020-11-20 13:48:10.583874"	21	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	414.211599999931	783.3333349	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:11.386863"	"2020-11-20 13:48:12.009520"	22	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	422.594499999946	766.6666682	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:12.794298"	"2020-11-20 13:48:13.424750"	23	6.32562186666667
"S201120"	"Conflict_Resolution"	"LEFT"	"LEFT"	373.400400000037	1216.6666691	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:14.658990"	"2020-11-20 13:48:15.240294"	24	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	383.485500000006	1133.3333356	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:16.393494"	"2020-11-20 13:48:16.983901"	25	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	536.155699999995	500.000001	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:17.504361"	"2020-11-20 13:48:18.247680"	26	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	359.789099999944	1083.3333355	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:19.352860"	"2020-11-20 13:48:19.921107"	27	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	358.40189999999	1150.0000023	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-20 13:48:21.090373"	"2020-11-20 13:48:21.657336"	28	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	547.935700000039	783.3333349	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:22.460245"	"2020-11-20 13:48:23.216050"	29	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	459.593599999948	600.0000012	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:23.837376"	"2020-11-20 13:48:24.503875"	30	6.32562186666667
"S201120"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	443.115799999987	1050.0000021	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-20 13:48:25.573815"	"2020-11-20 13:48:26.226481"	31	6.32562186666667
