index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
50	Self	S210203	0.5	1	2	1	2	0.2	1283.3333359	1500.000003	2066.6666708	1650.0000033	Minor	Good_deeds	58	You have engaged in underage smoking	C2_54	0.15	Hard	I2_53	4	The Moon orbits around the Earth	0.0555555555555556	Yes	RIGHT	662.4292999999852	RIGHT	480.8445999999549	LEFT	1409.497999999985	LEFT	1343.872200000078	10.2	0.2	Probable_Truth	RIGHT	RIGHT	6	676.5811000000213	0	2021-02-03 14:19:19.698010
18	Self	S210203	0.6666666666666666	1	2	1	2	0.3	1283.3333359	1350.0000027	1783.3333369	2500.000005	Minor	Wrong_doings	23	You have helped others to pick up their belongings	C1_45	1.0	Hard	I1_32	32	It is 20th Century now	0.111111111111111	Yes	LEFT	1114.513599999782	RIGHT	833.0857999999353	RIGHT	1820.410000000038	LEFT	2183.8142999999945	9.9	0.3	Probable_Lie	RIGHT	RIGHT	1	997.0846000001076	1	2021-02-03 14:19:46.137883
127	Computer	S210203	0.6666666666666666	2	1	2	1	0.8	1000.000002	1150.0000023	1933.3333372	2216.6666711000003	Major	Wrong_doings	11	You have pretended to be busy to avoid a social situation	C1_51	0.0	Easy	I1_38	2	Septicemia is a lung infection condition	0.833333333333333	Yes	LEFT	1376.7397999999955	LEFT	1162.3967999998968	RIGHT	2862.767099999928	LEFT	1962.2362000000064	9.9	0.8	Probable_Lie	LEFT	RIGHT	2	575.1848220691529	2	2021-02-03 14:20:12.937741
136	Computer	S210203	0.8333333333333334	2	1	1	2	0.8	1500.000003	1350.0000027	2350.0000047	1783.3333369	Minor	Wrong_doings	14	You have assisted in a crime	C1_44	0.95	Hard	I2_35	42	Beef comes from cows	0.833333333333333	No	RIGHT	584.469399999989	RIGHT	1020.5501000000368	LEFT	2049.8199000001023	LEFT	2463.4567999999035	10.7	0.8	Probable_Truth	RIGHT	RIGHT	5	930.1777899050148	3	2021-02-03 14:20:39.545433
49	Self	S210203	0.5	1	2	1	2	0.1	1500.000003	1000.000002	2350.0000047	1783.3333369	Major	Wrong_doings	27	You have told someone's secret to others	C1_39	0.0	Hard	I2_26	53	The first Olympic Games was held in the 5th century B.C	0.833333333333333	No	RIGHT	933.1520000000636	RIGHT	629.7812000000249	LEFT	1770.1239000000442	RIGHT	2382.614900000135	10.8	0.1	Probable_Truth	LEFT	RIGHT	6	661.8528999999853	4	2021-02-03 14:21:05.129959
37	Self	S210203	0.8333333333333334	1	2	2	1	0.5	1216.6666691	1216.6666691	2066.6666708	2216.6666711000003	Major	Wrong_doings	35	You have used a fake name online	C1_20	0.05	Easy	I2_31	1	Fibers in oranges can be used to make fabric	0.833333333333333	Yes	RIGHT	862.1094000000085	RIGHT	550.6244999999126	RIGHT	2006.570199999942	LEFT	2520.007299999861	11.3	0.5	Probable_Truth	RIGHT	RIGHT	3	628.7174999999934	5	2021-02-03 14:21:30.994212
134	Computer	S210203	0.8333333333333334	1	2	2	1	0.7	1433.3333362	1350.0000027	2216.6666711000003	2066.6666708	Major	Good_deeds	20	You have watched a pirated movie	C2_53	1.0	Easy	I1_1	47	Singapore ranked 8th in World's smallest countries	0.0555555555555556	Yes	LEFT	991.8694000000414	LEFT	1048.5683999997946	LEFT	2343.755399999964	RIGHT	2727.9848999999103	11.3	0.7	Probable_Lie	RIGHT	RIGHT	1	785.5319434215787	6	2021-02-03 14:21:58.522124
45	Self	S210203	0.8333333333333334	2	1	2	1	0.4	1216.6666691	1150.0000023	2500.000005	2500.000005	Minor	Good_deeds	31	You have lied to your parents	C1_31	1.0	Hard	I1_36	58	The Franco-Prussian War occurred in the 19th century	0.0	No	RIGHT	783.9979000000312	RIGHT	860.7904000000417	LEFT	1360.4159999999863	RIGHT	2266.1553000000367	11.7	0.4	Probable_Truth	LEFT	LEFT	1	729.0821999999935	7	2021-02-03 14:22:24.474234
31	Self	S210203	0.6666666666666666	2	1	2	1	0.5	1500.000003	1150.0000023	2216.6666711000003	2216.6666711000003	Major	Wrong_doings	11	You have pretended to be busy to avoid a social situation	C1_51	0.0	Easy	I1_38	2	Septicemia is a lung infection condition	0.833333333333333	Yes	RIGHT	2063.399499999832	RIGHT	1175.9632000000693	RIGHT	2719.1583000001174	LEFT	2888.089799999989	12.2	0.5	Probable_Lie	LEFT	LEFT	5	1278.719099999989	8	2021-02-03 14:22:54.257730
17	Self	S210203	0.6666666666666666	1	2	1	2	0.2	1433.3333362	1283.3333359	1650.0000033	1783.3333369	Major	Wrong_doings	38	You have made someone cry	C2_38	0.5	Hard	I2_41	19	Cernan was the second last man to walk on the Moon	0.944444444444444	Yes	RIGHT	590.7627999999931	RIGHT	2032.0658000000549	RIGHT	2040.553300000056	LEFT	3134.782600000108	12.4	0.2	Probable_Truth	LEFT	LEFT	1	795.0522999999521	9	2021-02-03 14:23:21.577502
