index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
25	Self	S210128	0.6666666666666666	2	1	1	2	0.1	1216.6666691	1433.3333362	2500.000005	1500.000003	Major	Good_deeds	30	You have pretended to be busy to avoid a social situation	C1_51	0.95	Easy	I2_4	32	A square has 3 corners	0.0555555555555556	No	RIGHT	829.4255000000135	RIGHT	760.3861999999708	LEFT	2099.620099999981	LEFT	1736.0871000000202	10.1	0.1	Probable_Truth	LEFT	LEFT	2	1178.805299999965	0	2021-01-28 14:36:56.282606
49	Self	S210128	0.5	1	2	1	2	0.8	1283.3333359	1150.0000023	1783.3333369	2216.6666711000003	Major	Wrong_doings	18	You have used heroin	C1_43	0.0	Easy	I2_17	15	Vegetarians can eat vegetable products	0.0555555555555556	No	RIGHT	527.7206999999748	RIGHT	1010.1129999999898	LEFT	1145.4795000000215	RIGHT	1943.850800000007	10.9	0.8	Probable_Truth	LEFT	RIGHT	6	1077.9952999999978	1	2021-01-28 14:37:20.995071
140	Computer	S210128	0.8333333333333334	2	1	2	1	0.1	1066.6666688	1066.6666688	1933.3333372	1650.0000033	Minor	Good_deeds	10	You have given directions to a lost tourist	C1_33	0.0	Easy	I2_23	2	Hot chocolate was created by the Mayan culture	0.0	Yes	LEFT	875.1169999999888	LEFT	569.6731000000455	RIGHT	1432.792099999915	RIGHT	1943.9063999999464	10.9	0.1	Probable_Lie	RIGHT	LEFT	5	743.6623422078244	2	2021-01-28 14:37:44.849481
28	Self	S210128	0.6666666666666666	2	1	2	1	0.5	1350.0000027	1216.6666691	1650.0000033	2350.0000047	Major	Wrong_doings	45	You have assisted in a crime	C2_45	0.0	Easy	I1_11	37	There are 6000 spoken languages in the World	0.888888888888889	Yes	RIGHT	1504.1625999999724	LEFT	943.0348999999296	LEFT	943.9598999999816	RIGHT	2017.931900000008	10.4	0.5	Probable_Lie	LEFT	LEFT	6	1403.0404999999746	3	2021-01-28 14:38:10.803128
60	Self	S210128	0.5	2	1	2	1	0.6	1350.0000027	1433.3333362	1500.000003	1500.000003	Major	Wrong_doings	44	You have thrown your trash into the bin	C2_54	0.85	Hard	I1_13	39	Summer is hotter than winter	0.833333333333333	Yes	RIGHT	740.4857999999876	RIGHT	632.2268999999778	RIGHT	1296.3965000000144	RIGHT	1487.1464999999944	11.0	0.6	Probable_Truth	LEFT	LEFT	3	1266.2321999999904	4	2021-01-28 14:38:34.585510
22	Self	S210128	0.6666666666666666	1	2	2	1	0.3	1283.3333359	1500.000003	1500.000003	1650.0000033	Minor	Wrong_doings	8	You have engaged in underage smoking	C2_30	0.05	Easy	I2_56	53	Beer is an alcoholic drink	0.888888888888889	No	RIGHT	649.0189999999529	RIGHT	574.2070999999669	LEFT	1167.754299999956	RIGHT	975.6527999999208	11.3	0.3	Probable_Lie	LEFT	LEFT	3	913.6457999999266	5	2021-01-28 14:38:57.369699
27	Self	S210128	0.6666666666666666	2	1	1	2	0.7	1150.0000023	1283.3333359	2350.0000047	1650.0000033	Minor	Wrong_doings	59	You have taken months off to volunteer	C1_30	0.55	Easy	I2_8	51	Fishes can swim in water	0.777777777777778	Yes	RIGHT	588.2887999999866	RIGHT	423.8573999999744	RIGHT	1335.1033000000143	RIGHT	894.8145000000522	12.0	0.7	Probable_Truth	LEFT	LEFT	2	1786.9870000000674	6	2021-01-28 14:39:21.402078
104	Computer	S210128	0.5	2	1	1	2	0.3	1500.000003	1283.3333359	2350.0000047	2500.000005	Minor	Wrong_doings	50	You have held the door open for a stranger	C2_27	0.0	Easy	I1_21	46	Last day of the year is 30th December	0.0555555555555556	No	LEFT	779.7310000000834	LEFT	782.0623000000069	RIGHT	1461.2419999999702	LEFT	2744.1155999999864	12.0	0.3	Probable_Lie	RIGHT	RIGHT	3	677.4100901500149	7	2021-01-28 14:39:48.058638
20	Self	S210128	0.6666666666666666	1	2	2	1	0.2	1066.6666688	1350.0000027	2500.000005	2350.0000047	Major	Wrong_doings	39	You have provided shelter for stray animals	C2_8	0.5	Easy	I2_22	10	Singapore has four seasons	0.0	Yes	RIGHT	384.6501000000444	RIGHT	627.3664999999937	RIGHT	1214.6973000000116	LEFT	1763.1405000000768	12.2	0.2	Probable_Truth	LEFT	LEFT	2	1047.2316999999975	8	2021-01-28 14:40:12.938848
128	Computer	S210128	0.8333333333333334	1	2	1	2	0.1	1500.000003	1350.0000027	2216.6666711000003	1650.0000033	Minor	Good_deeds	19	You have held the elevator doors for others	C1_19	0.0	Hard	I2_12	39	It is 20th Century now	0.722222222222222	No	LEFT	560.9008000000131	LEFT	827.1788999999217	RIGHT	1216.8861999999765	LEFT	2183.362699999975	12.2	0.1	Probable_Lie	RIGHT	RIGHT	1	717.3073967803373	9	2021-01-28 14:40:37.729564
52	Self	S210128	0.5	1	2	2	1	0.1	1000.000002	1000.000002	1650.0000033	2350.0000047	Major	Good_deeds	19	You have offered a listening ear to a friend	C2_42	0.0	Hard	I2_48	17	It sometimes snows in Singapore	0.0	Yes	RIGHT	375.7683000000043	RIGHT	472.14210000004186	RIGHT	1128.558699999985	LEFT	923.0588000000351	12.3	0.1	Probable_Truth	LEFT	RIGHT	5	968.5303999999632	10	2021-01-28 14:41:00.170815
118	Computer	S210128	0.6666666666666666	1	2	2	1	0.8	1150.0000023	1433.3333362	2216.6666711000003	2066.6666708	Minor	Wrong_doings	8	You have engaged in underage smoking	C2_30	0.05	Easy	I2_56	53	Beer is an alcoholic drink	0.888888888888889	No	LEFT	432.9658000000336	LEFT	743.8679000000548	LEFT	871.5157000000318	RIGHT	853.9918999999827	12.3	0.8	Probable_Lie	RIGHT	LEFT	3	720.6970070543	11	2021-01-28 14:41:23.225760
34	Self	S210128	0.8333333333333334	1	2	1	2	0.2	1066.6666688	1500.000003	2066.6666708	1650.0000033	Major	Wrong_doings	39	You have kidnapped someone	C2_35	0.95	Hard	I1_12	12	A triangle has three sides	0.0	Yes	RIGHT	641.3044000000809	RIGHT	510.2106999999023	LEFT	800.0187000000096	RIGHT	983.0852999999706	12.499999999999998	0.2	Probable_Truth	LEFT	LEFT	1	879.8584999999548	12	2021-01-28 14:41:45.897353
69	Self	S210128	0.6666666666666666	1	2	2	1	0.3	1433.3333362	1000.000002	1650.0000033	1650.0000033	Minor	Wrong_doings	29	You have complimented others for good work	C2_9	0.05	Hard	I2_40	34	Earth's atmosphere extends up to 10,000km into space	0.0	No	RIGHT	424.920699999916	RIGHT	588.6318000000301	RIGHT	919.309300000009	RIGHT	1359.1061999999283	12.8	0.3	Probable_Truth	LEFT	LEFT	2	1157.574199999999	13	2021-01-28 14:42:08.657820
74	Self	S210128	0.6666666666666666	2	1	1	2	0.3	1500.000003	1150.0000023	1500.000003	2500.000005	Major	Good_deeds	25	You have engaged in arson	C1_13	0.85	Hard	I1_27	21	There are 10 continents in the World	0.611111111111111	Yes	LEFT	668.0107000000817	LEFT	1936.3789000000224	LEFT	1248.9822000000004	RIGHT	4086.057100000062	12.8	0.3	Probable_Lie	RIGHT	RIGHT	2	1037.0598000000657	14	2021-01-28 14:42:36.858751
36	Self	S210128	0.8333333333333334	1	2	2	1	0.8	1433.3333362	1216.6666691	2500.000005	2500.000005	Major	Good_deeds	48	You have volunteered every week for many years	C2_48	0.15	Easy	I2_39	26	The hardest bone in human body is the jawbone	0.0	Yes	RIGHT	1296.3388000000575	RIGHT	637.8928000000315	RIGHT	1464.101899999946	RIGHT	2726.3761000000386	13.6	0.8	Probable_Lie	LEFT	LEFT	3	774.8514999999543	15	2021-01-28 14:43:03.977202
