"Participant"	"Task"	"Stimulus_Side"	"Response"	"RT"	"ITI"	"Previous_Response"	"Previous_RT"	"Stop_Signal"	"Stop_Signal_RT"	"Conflict"	"Cue_Response"	"Cue_Response_RT"	"Trial_Onset"	"Trial_End"	"Trial_Order"	"Duration"
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	827.555599999982	633.3333346	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-05 14:09:56.990857"	"2020-11-05 14:09:58.026554"	1	6.7276395
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	1196.39519999998	616.6666679	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:09:58.662025"	"2020-11-05 14:10:00.071242"	2	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	806.008499999962	683.3333347	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:00.772572"	"2020-11-05 14:10:01.787261"	3	6.7276395
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	532.078399999932	1200.0000024	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-05 14:10:03.007036"	"2020-11-05 14:10:03.747106"	4	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	451.462800000058	1416.6666695	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-05 14:10:05.183319"	"2020-11-05 14:10:05.843130"	5	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	676.855799999998	1216.6666691	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:07.078647"	"2020-11-05 14:10:07.963558"	6	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	449.255199999925	1100.0000022	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-05 14:10:09.081566"	"2020-11-05 14:10:09.739081"	7	6.7276395
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	541.199099999972	1150.0000023	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:10.909283"	"2020-11-05 14:10:11.658541"	8	6.7276395
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	586.583500000074	900.0000018	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:12.575924"	"2020-11-05 14:10:13.370373"	9	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	614.449400000012	533.3333344	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:13.924773"	"2020-11-05 14:10:14.746596"	10	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	680.969300000015	1283.3333359	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:16.049793"	"2020-11-05 14:10:16.938502"	11	6.7276395
"S201105"	"Conflict_Resolution"	"RIGHT"	"RIGHT"	570.933500000024	583.3333345	n/a	n/a	n/a	n/a	"False"	n/a	n/a	"2020-11-05 14:10:17.543717"	"2020-11-05 14:10:18.323190"	12	6.7276395
"S201105"	"Conflict_Resolution"	"LEFT"	"LEFT"	499.781200000029	950.0000019	n/a	n/a	n/a	n/a	"True"	n/a	n/a	"2020-11-05 14:10:19.294679"	"2020-11-05 14:10:20.002910"	13	6.7276395
