Participant	Task	Stimulus_Side	Response	RT	ITI	Previous_Response	Previous_RT	Trial_Onset	Trial_End	Trial_Order	Duration	Conflict	Cue_Response	Cue_Response_RT	Stop_Signal	Stop_Signal_RT
S200120	Conflict_Resolution	LEFT	LEFT	656.0532	1300.000003	n/a	n/a	08:45.2	08:46.1	1	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	770.7206	883.3333351	n/a	n/a	08:47.0	08:48.0	2	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	629.264	1183.333336	n/a	n/a	08:49.2	08:50.0	3	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	674.2683	683.3333347	n/a	n/a	08:50.7	08:51.6	4	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	608.3986	1100.000002	n/a	n/a	08:52.7	08:53.6	5	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	343.9314	1316.666669	n/a	n/a	08:54.9	08:55.4	6	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	494.5246	950.0000019	n/a	n/a	08:56.4	08:57.1	7	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	496.9793	933.3333352	n/a	n/a	08:58.1	08:58.8	8	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	561.4542	1466.66667	n/a	n/a	09:00.3	09:01.0	9	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	493.3588	1000.000002	n/a	n/a	09:02.0	09:02.7	10	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	461.6306	583.3333345	n/a	n/a	09:03.3	09:04.0	11	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	412.9996	800.0000016	n/a	n/a	09:04.8	09:05.5	12	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	452.5476	1216.666669	n/a	n/a	09:06.7	09:07.4	13	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	506.3569	1100.000002	n/a	n/a	09:08.5	09:09.2	14	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	615.9002	733.3333348	n/a	n/a	09:09.9	09:10.8	15	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	LEFT	425.9348	900.0000018	n/a	n/a	09:11.7	09:12.3	16	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	692.7952	1000.000002	n/a	n/a	09:13.3	09:14.2	17	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	412.8393	1016.666669	n/a	n/a	09:15.3	09:15.9	18	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	450.7823	1483.333336	n/a	n/a	09:17.4	09:18.1	19	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	607.1868	533.3333344	n/a	n/a	09:18.6	09:19.4	20	5.42975375	True	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	415.7114	516.6666677	n/a	n/a	09:20.0	09:20.6	21	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	443.0732	850.0000017	n/a	n/a	09:21.4	09:22.1	22	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	RIGHT	RIGHT	328.2863	900.0000018	n/a	n/a	09:23.0	09:23.6	23	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	405.8703	766.6666682	n/a	n/a	09:24.3	09:25.0	24	5.42975375	False	n/a	n/a	n/a	n/a
S200120	Conflict_Resolution	LEFT	LEFT	645.0829	583.3333345	n/a	n/a	09:25.6	09:26.4	25	5.42975375	True	n/a	n/a	n/a	n/a
