index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
91	Self	S200203	0.8333333333333334	2	1	1	2	0.2	1283.3333359	1500.000003	1933.3333372	1783.3333369	Major	Good_deeds	35	You have bribed someone to improve a grade	C1_35	0.45	Easy	I2_12	60	Fishes can swim in water	0.0	No	RIGHT	747.9045000000042	RIGHT	1151.694099999986	LEFT	2489.870099999962	RIGHT	1936.076700000001	10.2	0.2	Probable_Truth	LEFT	LEFT	1.0	1366.9555000000173	0.0	2020-02-03 11:41:34.257448
142	Computer	S200203	0.8333333333333334	2	1	2	1	0.3	1433.3333362	1066.6666688	1933.3333372	1500.000003	Minor	Wrong_doings	9	You have started a movement to support a cause	C1_9	0.0	Hard	I1_33	32	The Earth is round	0.944444444444444	Yes	LEFT	1647.6313000000005	LEFT	1311.2543999999957	LEFT	2062.423099999989	RIGHT	1270.9661999999753	10.2	0.3	Probable_Lie	LEFT	RIGHT	1.0	535.314081461074	1.0	2020-02-03 11:41:59.585672
57	Self	S200203	0.5	2	1	1	2	0.2	1500.000003	1066.6666688	1650.0000033	1650.0000033	Major	Good_deeds	23	You have lied to your parents	C2_20	0.0	Hard	I2_42	25	It sometimes snows in Singapore	0.944444444444444	No	RIGHT	848.460799999998	RIGHT	800.8130999999707	RIGHT	1535.0002000000131	LEFT	1918.8394000000244	10.4	0.2	Probable_Truth	RIGHT	RIGHT	5.0	1352.351399999975	2.0	2020-02-03 11:42:24.480981
72	Self	S200203	0.6666666666666666	2	1	1	2	0.5	1066.6666688	1216.6666691	2066.6666708	2350.0000047	Major	Wrong_doings	43	You have used a fake name online	C1_12	0.0	Hard	I1_26	43	Mageirocophobia is a fear of deathly disease	0.777777777777778	No	RIGHT	742.8779999999051	RIGHT	951.0779000000866	LEFT	2716.537199999948	RIGHT	2112.2986999999966	10.9	0.5	Probable_Truth	LEFT	LEFT	2.0	1339.13490000009	3.0	2020-02-03 11:42:51.618076
114	Computer	S200203	0.6666666666666666	1	2	1	2	0.5	1433.3333362	1000.000002	1933.3333372	2216.6666711000003	Major	Wrong_doings	53	You have given up your seat in the MRT	C2_36	0.0	Hard	I1_46	8	Saturn's rings are between 30 and 300 feet thick	0.0	No	LEFT	944.8975999999902	LEFT	1437.2994999999946	RIGHT	1680.3228999999646	LEFT	1911.508900000058	10.9	0.5	Probable_Lie	RIGHT	LEFT	6.0	801.7443717555744	4.0	2020-02-03 11:43:17.546477
75	Self	S200203	0.6666666666666666	2	1	1	2	0.1	1350.0000027	1350.0000027	2350.0000047	2500.000005	Minor	Good_deeds	29	You have returned your trays in food courts	C1_47	0.7	Hard	I2_26	26	South East Asia is currently free from polio	0.833333333333333	Yes	RIGHT	962.761099999966	LEFT	1352.08810000006	RIGHT	2236.4608999999973	RIGHT	2608.013700000015	10.8	0.1	Probable_Lie	RIGHT	RIGHT	1.0	948.7944999999628	5.0	2020-02-03 11:43:45.777517
23	Self	S200203	0.6666666666666666	1	2	2	1	0.7	1066.6666688	1283.3333359	1783.3333369	1783.3333369	Minor	Good_deeds	8	You have cheated on a test	C1_8	0.25	Hard	I1_38	52	The Moon orbits around the Earth	0.0555555555555556	Yes	RIGHT	1952.3583000000144	LEFT	1760.891399999991	LEFT	1623.5053000000337	LEFT	2313.482399999998	10.1	0.7	Probable_Lie	RIGHT	RIGHT	1.0	1483.314099999916	6.0	2020-02-03 11:44:13.401535
112	Computer	S200203	0.6666666666666666	1	2	1	2	0.3	1500.000003	1216.6666691	1500.000003	2500.000005	Minor	Wrong_doings	11	You have shown your appreciation to your teachers	C1_53	0.9	Easy	I2_52	58	Afghan Hound is the first cloned cat	0.777777777777778	Yes	LEFT	936.0681999999088	LEFT	1458.913300000063	RIGHT	2109.594599999923	LEFT	1992.066600000044	10.1	0.3	Probable_Lie	RIGHT	LEFT	4.0	815.8391991899858	7.0	2020-02-03 11:44:40.001246
68	Self	S200203	0.6666666666666666	1	2	2	1	0.4	1150.0000023	1283.3333359	2216.6666711000003	2500.000005	Major	Good_deeds	11	You have said sorry when you were rude	C1_27	0.55	Easy	I2_46	40	The Earth turns the closest to the sun in May	0.0	Yes	RIGHT	632.9547999999932	RIGHT	918.2177000000138	RIGHT	2352.125699999988	RIGHT	2510.700699999916	10.5	0.4	Probable_Truth	RIGHT	RIGHT	4.0	1544.0234000000146	8.0	2020-02-03 11:45:07.682184
34	Self	S200203	0.8333333333333334	1	2	1	2	0.5	1000.000002	1500.000003	1500.000003	2500.000005	Major	Good_deeds	38	You have been sued	C2_30	0.55	Hard	I2_33	41	The Amazon forest covers an area of 1 billion acres	0.0	No	RIGHT	647.5320000000693	RIGHT	962.5984000000471	LEFT	2255.3612000000385	RIGHT	2438.929499999972	11.0	0.5	Probable_Truth	RIGHT	RIGHT	3.0	1143.8021000000165	9.0	2020-02-03 11:45:34.209652
